lap_no,position,car_no,lap_time,lap_time_sec,gap
8,3,16,1:31.375,91.375,3.828
8,4,33,1:31.374,91.374,4.535
8,5,5,1:31.497,91.497,5.873
8,6,10,1:31.540,91.54,6.792
8,7,4,1:32.436,92.436,14.447
8,8,3,1:32.468,92.468,15.302
8,9,27,1:32.917,92.917,17.098
8,10,23,1:33.143,93.143,18.018
8,11,55,1:32.718,92.718,19.227
8,12,11,1:33.063,93.063,22.468
8,13,7,1:32.922,92.922,23.363
8,14,18,1:33.014,93.014,24.121
8,15,26,1:33.227,93.227,25.441
8,16,99,1:33.147,93.147,27.134
8,17,63,1:33.921,93.921,29.767
8,18,88,1:34.079,94.079,34.433
8,19,8,1:34.953,94.953,90.760
9,1,77,1:31.410,91.41,
9,2,44,1:31.140,91.14,0.566
9,3,16,1:31.581,91.581,3.999
9,4,33,1:31.658,91.658,4.783
9,5,5,1:31.457,91.457,5.920
9,6,10,1:31.410,91.41,6.792
9,7,4,1:32.738,92.738,15.775
9,8,3,1:32.638,92.638,16.530
9,9,27,1:32.865,92.865,18.553
9,10,23,1:32.752,92.752,19.360
9,11,55,1:32.890,92.89,20.707
9,12,11,1:33.021,93.021,24.079
9,13,7,1:33.098,93.098,25.051
9,14,18,1:33.111,93.111,25.822
9,15,26,1:33.118,93.118,27.149
9,16,99,1:33.530,93.53,29.254
9,17,63,1:34.315,94.315,32.672
9,18,88,1:34.151,94.151,37.174
10,1,77,1:30.725,90.725,
10,2,44,1:30.972,90.972,0.813
10,3,16,1:32.272,92.272,5.546
10,4,33,1:31.964,91.964,6.022
10,5,5,1:31.484,91.484,6.679
10,6,10,1:31.593,91.593,7.660
10,7,8,1:42.949,102.949,PIT
10,8,4,1:32.369,92.369,17.419
10,9,3,1:32.429,92.429,18.234
10,10,27,1:32.695,92.695,20.523
10,11,23,1:32.576,92.576,21.211
10,12,55,1:32.744,92.744,22.726
10,13,11,1:32.661,92.661,26.015
10,14,7,1:32.671,92.671,26.997
10,15,18,1:32.649,92.649,27.746
10,16,26,1:32.539,92.539,28.963
10,17,99,1:33.058,93.058,31.587
10,18,63,1:33.891,93.891,35.838
10,19,88,1:34.105,94.105,40.554
11,1,77,1:30.901,90.901,
11,2,44,1:30.987,90.987,0.899
11,3,16,1:32.213,92.213,6.858
11,4,33,1:32.753,92.753,7.874
11,5,5,1:32.792,92.792,8.570
11,6,10,1:32.182,92.182,8.941
11,7,4,1:32.304,92.304,18.822
11,8,3,1:32.379,92.379,19.712
11,9,27,1:32.705,92.705,22.327
11,10,23,1:32.725,92.725,23.035
11,11,55,1:32.536,92.536,24.361
11,12,11,1:32.580,92.58,27.694
11,13,7,1:32.484,92.484,28.580
11,14,18,1:32.623,92.623,29.468
11,15,26,1:33.023,93.023,31.085
11,16,99,1:33.159,93.159,33.845
11,17,63,1:33.999,93.999,38.936
11,18,88,1:33.711,93.711,43.364
12,1,77,1:30.872,90.872,
12,2,44,1:30.904,90.904,0.931
12,3,16,1:31.657,91.657,7.643
12,4,33,1:31.322,91.322,8.324
12,5,10,1:31.409,91.409,PIT
12,6,5,1:32.858,92.858,10.556
12,7,4,1:32.578,92.578,20.528
12,8,3,1:31.810,91.81,PIT
12,9,23,1:32.657,92.657,24.820
12,10,27,1:34.081,94.081,25.536
12,11,55,1:32.688,92.688,26.177
12,12,11,1:32.669,92.669,29.491
12,13,7,1:32.665,92.665,30.373
12,14,18,1:32.751,92.751,31.347
12,15,26,1:32.213,92.213,PIT
12,16,99,1:33.036,93.036,36.009
12,17,63,1:33.536,93.536,41.600
12,18,88,1:34.005,94.005,46.497
13,1,77,1:30.741,90.741,
13,2,44,1:30.807,90.807,0.997
13,3,16,1:31.242,91.242,PIT
13,4,33,1:31.138,91.138,PIT
13,5,5,1:31.228,91.228,11.043
13,6,4,1:31.816,91.816,PIT
13,7,23,1:33.003,93.003,PIT
13,8,27,1:33.174,93.174,PIT
13,9,55,1:32.898,92.898,28.334
13,10,10,1:51.564,111.564,30.301
13,11,11,1:33.023,93.023,31.773
13,12,7,1:32.968,92.968,32.600
13,13,18,1:32.289,92.289,PIT
13,14,99,1:32.893,92.893,38.161
13,15,3,1:51.807,111.807,41.716
13,16,63,1:33.702,93.702,44.561
13,17,88,1:33.799,93.799,49.555
13,18,26,1:52.748,112.748,54.433
14,1,77,1:30.866,90.866,
14,2,44,1:30.771,90.771,0.902
14,3,5,1:31.808,91.808,11.985
14,4,16,1:51.982,111.982,29.260
14,5,33,1:52.071,112.071,29.926
14,6,55,1:33.903,93.903,31.371
14,7,10,1:32.588,92.588,32.023
14,8,11,1:32.859,92.859,33.766
14,9,7,1:33.055,93.055,34.789
14,10,99,1:32.936,92.936,40.231
14,11,3,1:31.941,91.941,42.791
14,12,4,1:53.161,113.161,43.898
14,13,63,1:33.801,93.801,47.496
14,14,23,1:52.935,112.935,49.151
14,15,27,1:53.883,113.883,50.986
14,16,88,1:34.394,94.394,53.083
14,17,26,1:32.098,92.098,55.665
14,18,18,1:54.844,114.844,56.873
15,1,77,1:30.631,90.631,
15,2,44,1:30.877,90.877,1.148
15,3,5,1:31.792,91.792,13.146
15,4,16,1:31.108,91.108,29.737
15,5,33,1:30.911,90.911,30.206
15,6,55,1:32.215,92.215,32.955
15,7,10,1:32.166,92.166,33.558
15,8,11,1:32.550,92.55,35.685
15,9,7,1:32.431,92.431,36.589
15,10,99,1:32.732,92.732,42.332
15,11,3,1:32.142,92.142,44.302
15,12,4,1:32.510,92.51,45.777
15,13,23,1:32.044,92.044,50.564
15,14,63,1:34.757,94.757,51.622
15,15,27,1:32.295,92.295,52.650
15,16,88,1:34.118,94.118,56.570
15,17,26,1:32.340,92.34,57.374
15,18,18,1:32.629,92.629,58.871
16,1,77,1:30.630,90.63,PIT
16,2,44,1:31.006,91.006,1.524
16,3,5,1:31.747,91.747,14.263
16,4,16,1:31.460,91.46,30.567
16,5,33,1:31.639,91.639,31.215
16,6,55,1:31.974,91.974,34.299
16,7,10,1:31.948,91.948,34.876
16,8,11,1:31.702,91.702,36.757
16,9,7,1:32.447,92.447,38.406
16,10,99,1:32.734,92.734,44.436
16,11,3,1:32.096,92.096,45.768
16,12,4,1:32.670,92.67,47.817
16,13,23,1:31.719,91.719,51.653
16,14,27,1:31.525,91.525,53.545
16,15,63,1:34.630,94.63,55.622
16,16,26,1:32.396,92.396,59.140
16,17,18,1:32.328,92.328,60.569
16,18,88,1:35.221,95.221,61.161
17,1,44,1:30.236,90.236,
17,2,5,1:31.413,91.413,13.916
17,3,77,1:50.040,110.04,18.280
17,4,16,1:31.792,91.792,30.599
17,5,33,1:31.578,91.578,31.033
17,6,55,1:32.176,92.176,34.715
17,7,10,1:32.368,92.368,35.484
17,8,11,1:32.064,92.064,37.061
17,9,7,1:32.193,92.193,PIT
17,10,99,1:32.464,92.464,45.140
17,11,3,1:31.860,91.86,45.868
17,12,4,1:31.872,91.872,47.929
17,13,23,1:31.777,91.777,51.670
17,14,27,1:31.645,91.645,53.430
17,15,63,1:33.320,93.32,57.182
17,16,26,1:31.755,91.755,59.135
17,17,18,1:32.143,92.143,60.952
17,18,88,1:34.666,94.666,64.067
18,1,44,1:30.979,90.979,
18,2,5,1:31.486,91.486,14.423
18,3,77,1:30.344,90.344,17.645
18,4,16,1:31.670,91.67,31.290
18,5,33,1:31.852,91.852,31.906
18,6,55,1:31.724,91.724,35.460
18,7,10,1:31.740,91.74,36.245
18,8,11,1:31.442,91.442,PIT
18,9,3,1:31.681,91.681,46.570
18,10,99,1:33.139,93.139,47.300
18,11,4,1:32.122,92.122,49.072
18,12,23,1:32.010,92.01,52.701
18,13,27,1:31.683,91.683,54.134
18,14,63,1:33.657,93.657,59.860
18,15,7,1:52.707,112.707,60.567
18,16,26,1:32.892,92.892,61.048
18,17,18,1:32.423,92.423,62.396
18,18,88,1:34.104,94.104,67.192
19,1,44,1:30.784,90.784,
19,2,5,1:31.766,91.766,15.405
19,3,77,1:30.624,90.624,17.485
19,4,16,1:30.997,90.997,31.503
19,5,33,1:30.921,90.921,32.043
19,6,55,1:31.805,91.805,36.481
19,7,10,1:31.605,91.605,37.066
19,8,3,1:32.237,92.237,48.023
19,9,4,1:32.382,92.382,50.670
19,10,23,1:32.159,92.159,54.076
19,11,27,1:32.588,92.588,55.938
19,12,11,1:55.542,115.542,62.282
19,13,26,1:33.027,93.027,63.291
19,14,63,1:35.063,95.063,64.139
19,15,7,1:34.478,94.478,64.261
19,16,18,1:33.095,93.095,64.707
19,17,88,1:34.342,94.342,70.750
20,1,44,1:37.561,97.561,PIT
20,2,5,1:44.337,104.337,PIT
20,3,77,1:47.865,107.865,27.789
20,4,33,1:51.639,111.639,PIT
20,5,16,1:53.443,113.443,47.385
20,6,55,1:53.334,113.334,PIT
20,7,10,1:57.329,117.329,56.834
20,8,3,1:57.690,117.69,PIT
20,9,4,2:03.482,123.482,76.591
20,10,23,2:05.106,125.106,81.621
20,11,27,2:05.204,125.204,83.581
20,12,11,2:05.102,125.102,89.823
20,13,26,2:06.997,126.997,92.727
20,14,7,2:07.615,127.615,94.315
20,15,63,2:08.167,128.167,94.745
20,16,18,2:09.397,129.397,96.543
20,17,88,2:08.267,128.267,PIT
21,1,44,2:49.629,169.629,
21,2,77,2:22.673,142.673,0.833
21,3,5,2:29.502,149.502,2.054
21,4,16,2:07.379,127.379,PIT
21,5,10,2:08.598,128.598,15.803
21,6,33,2:24.124,144.124,20.616
21,7,55,2:24.703,144.703,27.328
21,8,4,2:07.675,127.675,34.637
21,9,23,2:09.724,129.724,41.716
21,10,27,2:08.209,128.209,42.161
21,11,3,2:26.118,146.118,44.641
21,12,26,2:06.018,126.018,PIT
21,13,11,2:10.176,130.176,50.370
21,14,63,2:06.769,126.769,PIT
21,15,7,2:08.462,128.462,53.148
21,16,18,2:08.395,128.395,55.309
21,17,88,2:23.526,143.526,75.353
22,1,44,2:20.041,140.041,
22,2,77,2:20.905,140.905,1.697
22,3,5,2:20.887,140.887,2.900
22,4,10,2:08.134,128.134,3.896
22,5,33,2:04.472,124.472,5.047
22,6,16,2:20.835,140.835,5.929
22,7,55,1:59.626,119.626,6.913
22,8,4,1:53.688,113.688,8.284
22,9,23,1:47.851,107.851,9.526
22,10,27,1:48.537,108.537,10.657
22,11,3,1:48.018,108.018,12.618
22,12,11,1:44.256,104.256,14.585
22,13,7,1:42.584,102.584,15.691
22,14,18,1:42.008,102.008,17.276
22,15,26,1:56.846,116.846,25.921
22,16,63,2:03.122,123.122,34.966
22,17,88,1:41.215,101.215,36.527
23,1,44,2:21.237,141.237,
23,2,77,2:20.430,140.43,0.890
23,3,5,2:20.146,140.146,1.809
23,4,10,2:19.705,139.705,2.364
23,5,33,2:18.979,138.979,2.789
23,6,16,2:18.618,138.618,3.310
23,7,55,2:17.815,137.815,3.491
23,8,4,2:16.583,136.583,3.630
23,9,23,2:15.467,135.467,3.756
23,10,27,2:14.712,134.712,4.132
23,11,3,2:13.275,133.275,4.656
23,12,11,2:11.855,131.855,5.203
23,13,7,2:10.914,130.914,5.368
23,14,18,2:09.784,129.784,5.823
23,15,26,2:01.702,121.702,6.386
23,16,63,1:53.238,113.238,6.967
23,17,88,1:52.064,112.064,7.354
24,1,44,1:29.973,89.973,
24,2,77,1:30.318,90.318,1.235
24,3,5,1:32.651,92.651,4.487
24,4,10,1:33.192,93.192,5.583
24,5,33,1:34.143,94.143,6.959
24,6,16,1:33.675,93.675,7.012
24,7,55,1:33.689,93.689,7.207
24,8,4,1:34.374,94.374,8.031
24,9,23,1:34.712,94.712,8.495
24,10,3,1:34.373,94.373,9.056
24,11,7,1:34.221,94.221,9.616
24,12,27,1:36.038,96.038,10.197
24,13,18,1:34.855,94.855,10.705
24,14,26,1:34.839,94.839,11.252
24,15,63,1:35.743,95.743,12.737
24,16,88,1:36.611,96.611,13.992
24,17,11,1:46.538,106.538,PIT
25,1,44,1:30.009,90.009,
25,2,77,1:30.071,90.071,1.297
25,3,5,1:30.981,90.981,5.459
25,4,10,1:31.381,91.381,6.955
25,5,33,1:30.740,90.74,7.690
25,6,16,1:32.406,92.406,9.409
25,7,55,1:33.248,93.248,10.446
25,8,4,1:33.239,93.239,11.261
25,9,3,1:32.790,92.79,11.837
25,10,23,1:33.768,93.768,12.254
25,11,7,1:33.206,93.206,12.813
25,12,27,1:34.011,94.011,14.199
25,13,18,1:33.660,93.66,14.356
25,14,26,1:33.389,93.389,14.632
25,15,63,1:34.217,94.217,16.945
25,16,88,1:34.981,94.981,18.964
25,17,11,2:03.438,123.438,55.197
26,1,44,1:29.990,89.99,
26,2,77,1:29.958,89.958,1.265
26,3,5,1:30.438,90.438,5.907
26,4,10,1:30.844,90.844,7.809
26,5,33,1:30.983,90.983,8.683
26,6,16,1:30.581,90.581,10.000
26,7,55,1:31.516,91.516,11.972
26,8,4,1:31.627,91.627,12.898
26,9,3,1:31.725,91.725,13.572
26,10,23,1:31.906,91.906,14.170
26,11,7,1:32.054,92.054,14.877
26,12,27,1:32.057,92.057,16.266
26,13,18,1:32.749,92.749,17.115
26,14,26,1:32.890,92.89,17.532
26,15,63,1:33.235,93.235,20.190
26,16,88,1:33.877,93.877,22.851
26,17,11,1:33.261,93.261,58.468
27,1,44,1:29.601,89.601,
27,2,77,1:29.849,89.849,1.513
27,3,5,1:30.484,90.484,6.790
27,4,33,1:29.939,89.939,9.021
27,5,10,1:31.765,91.765,9.973
27,6,16,1:30.467,90.467,10.866
27,7,55,1:31.422,91.422,13.793
27,8,4,1:31.342,91.342,14.639
27,9,3,1:31.370,91.37,15.341
27,10,23,1:31.765,91.765,16.334
27,11,7,1:31.953,91.953,17.229
27,12,27,1:31.915,91.915,18.580
27,13,18,1:32.058,92.058,19.572
27,14,26,1:32.098,92.098,20.029
27,15,63,1:32.960,92.96,23.549
27,16,88,1:33.462,93.462,26.712
27,17,11,1:32.590,92.59,61.457
28,1,44,1:29.504,89.504,
28,2,77,1:29.649,89.649,1.658
28,3,5,1:30.253,90.253,7.539
28,4,33,1:29.825,89.825,9.342
28,5,10,1:30.482,90.482,10.951
28,6,16,1:30.305,90.305,11.667
28,7,55,1:31.476,91.476,15.765
28,8,4,1:31.609,91.609,16.744
28,9,3,1:31.474,91.474,17.311
28,10,23,1:31.447,91.447,18.277
28,11,7,1:32.006,92.006,19.731
28,12,27,1:31.674,91.674,20.750
28,13,18,1:31.911,91.911,21.979
28,14,26,1:32.015,92.015,22.540
28,15,63,1:33.143,93.143,27.188
28,16,88,1:33.264,93.264,30.472
28,17,11,1:31.815,91.815,63.768
29,1,44,1:29.190,89.19,
29,2,77,1:29.420,89.42,1.888
29,3,5,1:30.387,90.387,8.736
29,4,33,1:30.028,90.028,10.180
29,5,10,1:30.617,90.617,12.378
29,6,16,1:30.575,90.575,13.052
29,7,55,1:31.310,91.31,17.885
29,8,4,1:31.544,91.544,19.098
29,9,3,1:31.581,91.581,19.702
29,10,23,1:31.784,91.784,20.871
29,11,7,1:31.859,91.859,22.400
29,12,27,1:31.748,91.748,23.308
29,13,18,1:31.578,91.578,24.367
29,14,26,1:31.926,91.926,25.276
29,15,63,1:33.074,93.074,31.072
29,16,88,1:32.883,92.883,34.165
29,17,11,1:32.086,92.086,66.664
30,1,44,1:29.759,89.759,
30,2,77,1:29.536,89.536,1.665
30,3,5,1:30.008,90.008,8.985
30,4,33,1:29.857,89.857,10.278
30,5,10,1:30.188,90.188,12.807
30,6,16,1:30.285,90.285,13.578
30,7,55,1:31.008,91.008,19.134
30,8,4,1:31.503,91.503,20.842
30,9,3,1:31.412,91.412,21.355
30,10,23,1:31.745,91.745,22.857
30,11,7,1:31.362,91.362,24.003
30,12,27,1:31.257,91.257,24.806
30,13,18,1:31.590,91.59,26.198
30,14,26,1:31.780,91.78,27.297
30,15,63,1:32.975,92.975,34.288
30,16,88,1:32.723,92.723,37.129
30,17,11,1:31.324,91.324,68.229
31,1,44,1:29.263,89.263,
31,2,77,1:29.727,89.727,2.129
31,3,5,1:29.777,89.777,9.499
31,4,33,1:30.081,90.081,11.096
31,5,10,1:30.201,90.201,13.745
31,6,16,1:30.071,90.071,14.386
31,7,55,1:31.248,91.248,21.119
31,8,4,1:31.723,91.723,23.302
31,9,3,1:31.827,91.827,23.919
31,10,23,1:31.687,91.687,25.281
31,11,7,1:31.481,91.481,26.221
31,12,27,1:31.420,91.42,26.963
31,13,18,1:31.523,91.523,28.458
31,14,26,1:31.740,91.74,29.774
31,15,63,1:32.914,92.914,37.939
31,16,88,1:32.970,92.97,40.836
31,17,11,1:31.367,91.367,70.333
32,1,44,1:29.509,89.509,
32,2,77,1:29.701,89.701,2.321
32,3,5,1:29.964,89.964,9.954
32,4,33,1:29.695,89.695,11.282
32,5,10,1:30.024,90.024,14.260
32,6,16,1:30.157,90.157,15.034
32,7,55,1:31.183,91.183,22.793
32,8,4,1:31.119,91.119,24.912
32,9,3,1:31.312,91.312,25.722
32,10,23,1:31.632,91.632,27.404
32,11,7,1:31.352,91.352,28.064
32,12,27,1:31.423,91.423,28.877
32,13,18,1:31.314,91.314,30.263
32,14,26,1:31.704,91.704,31.969
32,15,63,1:32.840,92.84,41.270
32,16,88,1:32.917,92.917,44.244
32,17,11,1:30.986,90.986,71.810
33,1,44,1:29.529,89.529,
33,2,77,1:29.333,89.333,2.125
33,3,5,1:29.890,89.89,10.315
33,4,33,1:29.680,89.68,11.433
33,5,10,1:29.941,89.941,14.672
33,6,16,1:29.841,89.841,15.346
33,7,55,1:31.102,91.102,24.366
33,8,4,1:31.083,91.083,26.466
33,9,3,1:30.995,90.995,27.188
33,10,23,1:31.529,91.529,29.404
33,11,7,1:31.448,91.448,29.983
33,12,27,1:31.492,91.492,30.840
33,13,18,1:31.450,91.45,32.184
33,14,26,1:31.311,91.311,33.751
33,15,63,1:32.791,92.791,44.532
33,16,88,1:32.872,92.872,47.587
33,17,11,1:30.714,90.714,72.995
34,1,44,1:29.160,89.16,
34,2,77,1:29.219,89.219,2.184
34,3,5,1:29.630,89.63,10.785
34,4,33,1:29.450,89.45,11.723
34,5,10,1:29.837,89.837,15.349
34,6,16,1:29.836,89.836,16.022
34,7,55,1:31.126,91.126,26.332
34,8,4,1:30.929,90.929,28.235
34,9,3,1:30.881,90.881,28.909
34,10,23,1:31.071,91.071,31.315
34,11,7,1:31.126,91.126,31.949
34,12,27,1:30.973,90.973,32.653
34,13,18,1:31.132,91.132,34.156
34,14,26,1:31.020,91.02,35.611
34,15,63,1:32.053,92.053,47.425
34,16,88,1:32.229,92.229,50.656
34,17,11,1:30.642,90.642,74.477
35,1,44,1:29.258,89.258,
35,2,77,1:29.192,89.192,2.118
35,3,5,1:29.540,89.54,11.067
35,4,33,1:29.524,89.524,11.989
35,5,10,1:29.743,89.743,15.834
35,6,16,1:29.574,89.574,16.338
35,7,55,1:30.730,90.73,27.804
35,8,4,1:30.565,90.565,PIT
35,9,3,1:30.504,90.504,30.155
35,10,23,1:31.182,91.182,33.239
35,11,7,1:31.157,91.157,33.848
35,12,27,1:31.028,91.028,34.423
35,13,18,1:31.091,91.091,35.989
35,14,26,1:30.979,90.979,37.332
35,15,63,1:31.988,91.988,50.155
35,16,88,1:32.261,92.261,53.659
35,17,11,1:30.202,90.202,75.421
36,1,44,1:29.190,89.19,
36,2,77,1:29.127,89.127,2.055
36,3,5,1:29.615,89.615,11.492
36,4,33,1:29.277,89.277,12.076
36,5,16,1:29.592,89.592,16.740
36,6,10,1:31.010,91.01,17.654
36,7,55,1:30.796,90.796,29.410
36,8,3,1:30.447,90.447,31.412
36,9,23,1:30.973,90.973,35.022
36,10,7,1:31.078,91.078,35.736
36,11,27,1:31.144,91.144,36.377
36,12,18,1:31.009,91.009,37.808
36,13,26,1:30.935,90.935,39.077
36,14,4,1:51.417,111.417,51.769
36,15,63,1:32.994,92.994,53.959
36,16,88,1:32.550,92.55,57.019
36,17,11,1:30.458,90.458,76.689
37,1,44,1:29.656,89.656,
37,2,77,1:29.473,89.473,1.872
37,3,16,1:30.806,90.806,17.890
37,4,10,1:30.622,90.622,18.620
37,5,5,1:39.110,99.11,20.946
37,6,33,1:42.905,102.905,25.325
37,7,55,1:31.027,91.027,30.781
37,8,3,1:30.826,90.826,32.582
37,9,23,1:31.338,91.338,36.704
37,10,7,1:31.386,91.386,37.466
37,11,27,1:31.495,91.495,38.216
37,12,18,1:31.620,91.62,39.772
37,13,26,1:31.312,91.312,40.733
37,14,4,1:30.596,90.596,52.709
37,15,63,1:32.803,92.803,57.106
37,16,88,1:32.803,92.803,60.166
37,17,11,1:30.812,90.812,77.845
38,1,44,1:29.039,89.039,
38,2,77,1:29.287,89.287,2.120
38,3,16,1:30.303,90.303,19.154
38,4,10,1:30.495,90.495,20.076
38,5,33,1:31.509,91.509,27.795
38,6,55,1:30.861,90.861,32.603
38,7,3,1:30.565,90.565,34.108
38,8,23,1:31.353,91.353,39.018
38,9,7,1:31.293,91.293,39.720
38,10,27,1:31.495,91.495,40.672
38,11,18,1:31.832,91.832,42.565
38,12,26,1:31.767,91.767,43.461
38,13,4,1:30.951,90.951,54.621
38,14,5,2:04.456,124.456,PIT
38,15,63,1:32.365,92.365,60.432
38,16,88,1:32.557,92.557,63.684
38,17,11,1:31.458,91.458,80.264
39,1,44,1:29.271,89.271,
39,2,77,1:29.401,89.401,2.250
39,3,16,1:29.743,89.743,19.626
39,4,10,1:30.147,90.147,20.952
39,5,33,1:29.951,89.951,28.475
39,6,55,1:30.828,90.828,34.160
39,7,3,1:30.300,90.3,35.137
39,8,23,1:31.317,91.317,41.064
39,9,7,1:31.499,91.499,41.948
39,10,27,1:31.592,91.592,42.993
39,11,26,1:30.448,90.448,44.638
39,12,18,1:31.528,91.528,PIT
39,13,4,1:30.424,90.424,55.774
39,14,63,1:32.617,92.617,63.778
39,15,88,1:32.596,92.596,67.009
39,16,11,1:31.008,91.008,82.001
40,1,44,1:28.985,88.985,
40,2,77,1:28.971,88.971,2.236
40,3,5,2:05.448,125.448,1 LAP
40,4,16,1:29.796,89.796,20.437
40,5,10,1:29.905,89.905,21.872
40,6,33,1:29.717,89.717,29.207
40,7,55,1:30.589,90.589,35.764
