lap_no,position,car_no,lap_time,lap_time_sec,gap
4,19,3,1:25.216,85.216,26.144
4,20,88,1:25.683,85.683,28.356
5,1,33,1:21.542,81.542,
5,2,44,1:21.767,81.767,2.471
5,3,16,1:22.603,82.603,6.844
5,4,5,1:22.575,82.575,8.247
5,5,55,1:24.488,84.488,18.005
5,6,77,1:26.664,86.664,PIT
5,7,4,1:24.636,84.636,19.152
5,8,7,1:24.731,84.731,19.868
5,9,10,1:24.731,84.731,20.625
5,10,8,1:24.920,84.92,21.762
5,11,27,1:24.780,84.78,22.558
5,12,11,1:24.971,84.971,23.647
5,13,23,1:24.540,84.54,24.142
5,14,63,1:24.834,84.834,25.362
5,15,26,1:24.552,84.552,25.893
5,16,20,1:24.748,84.748,26.834
5,17,18,1:24.967,84.967,28.379
5,18,99,1:24.827,84.827,29.028
5,19,3,1:24.918,84.918,29.520
5,20,88,1:25.333,85.333,32.147
6,1,33,1:21.686,81.686,
6,2,44,1:21.602,81.602,2.387
6,3,16,1:22.344,82.344,7.502
6,4,5,1:22.432,82.432,8.993
6,5,55,1:23.920,83.92,20.239
6,6,4,1:24.242,84.242,21.708
6,7,7,1:24.135,84.135,22.317
6,8,10,1:24.125,84.125,23.064
6,9,8,1:24.578,84.578,24.654
6,10,27,1:24.760,84.76,25.632
6,11,11,1:24.655,84.655,26.616
6,12,23,1:24.978,84.978,27.434
6,13,63,1:24.997,84.997,28.673
6,14,26,1:25.108,85.108,29.315
6,15,20,1:25.060,85.06,30.208
6,16,18,1:24.830,84.83,31.523
6,17,99,1:24.797,84.797,32.139
6,18,3,1:24.832,84.832,32.666
6,19,88,1:25.436,85.436,35.897
6,20,77,1:52.034,112.034,49.224
7,1,33,1:21.611,81.611,
7,2,44,1:21.658,81.658,2.434
7,3,16,1:22.239,82.239,8.130
7,4,5,1:22.677,82.677,10.059
7,5,55,1:23.798,83.798,22.426
7,6,4,1:23.874,83.874,23.971
7,7,7,1:24.019,84.019,24.725
7,8,10,1:24.011,84.011,25.464
7,9,8,1:24.526,84.526,27.569
7,10,27,1:24.716,84.716,28.737
7,11,11,1:24.757,84.757,29.762
7,12,23,1:24.735,84.735,30.558
7,13,63,1:25.124,85.124,32.186
7,14,26,1:25.143,85.143,32.847
7,15,20,1:25.318,85.318,33.915
7,16,18,1:25.161,85.161,35.073
7,17,99,1:25.258,85.258,35.786
7,18,3,1:25.081,85.081,36.136
7,19,88,1:25.310,85.31,39.596
7,20,77,1:21.400,81.4,49.013
8,1,33,1:21.391,81.391,
8,2,44,1:21.293,81.293,2.336
8,3,16,1:22.421,82.421,9.160
8,4,5,1:22.452,82.452,11.120
8,5,55,1:23.627,83.627,24.662
8,6,4,1:23.581,83.581,26.161
8,7,7,1:23.579,83.579,26.913
8,8,10,1:24.437,84.437,28.510
8,9,8,1:24.395,84.395,30.573
8,10,27,1:24.453,84.453,31.799
8,11,11,1:24.284,84.284,32.655
8,12,23,1:24.569,84.569,33.736
8,13,26,1:23.859,83.859,35.315
8,14,63,1:25.956,85.956,36.751
8,15,20,1:24.951,84.951,37.475
8,16,18,1:24.883,84.883,38.565
8,17,3,1:24.319,84.319,39.064
8,18,99,1:25.732,85.732,40.127
8,19,88,1:25.115,85.115,43.320
8,20,77,1:21.392,81.392,49.014
9,1,33,1:21.545,81.545,
9,2,44,1:21.535,81.535,2.326
9,3,16,1:22.211,82.211,9.826
9,4,5,1:22.609,82.609,12.184
9,5,55,1:23.636,83.636,26.753
9,6,4,1:23.646,83.646,28.262
9,7,7,1:23.571,83.571,28.939
9,8,10,1:23.451,83.451,30.416
9,9,8,1:24.550,84.55,33.578
9,10,27,1:24.404,84.404,34.658
9,11,11,1:24.490,84.49,35.600
9,12,23,1:24.509,84.509,36.700
9,13,26,1:23.957,83.957,37.727
9,14,63,1:24.662,84.662,39.868
9,15,20,1:25.098,85.098,41.028
9,16,18,1:25.046,85.046,42.066
9,17,3,1:24.970,84.97,42.489
9,18,99,1:25.206,85.206,43.788
9,19,88,1:25.478,85.478,47.253
9,20,77,1:21.550,81.55,49.019
10,1,33,1:21.571,81.571,
10,2,44,1:21.484,81.484,2.239
10,3,16,1:22.117,82.117,10.372
10,4,5,1:22.450,82.45,13.063
10,5,55,1:23.511,83.511,28.693
10,6,4,1:23.622,83.622,30.313
10,7,7,1:23.530,83.53,30.898
10,8,10,1:23.347,83.347,32.192
10,9,8,1:24.314,84.314,36.321
10,10,27,1:24.357,84.357,37.444
10,11,11,1:24.188,84.188,38.217
10,12,23,1:24.128,84.128,39.257
10,13,26,1:24.293,84.293,40.449
10,14,63,1:24.907,84.907,43.204
10,15,20,1:24.648,84.648,44.105
10,16,3,1:24.282,84.282,45.200
10,17,18,1:25.868,85.868,46.363
10,18,99,1:24.918,84.918,47.135
10,19,88,1:25.506,85.506,51.188
10,20,77,1:24.046,84.046,51.494
11,1,33,1:21.763,81.763,
11,2,44,1:21.574,81.574,2.050
11,3,16,1:22.228,82.228,10.837
11,4,5,1:22.170,82.17,13.470
11,5,55,1:23.596,83.596,30.526
11,6,4,1:23.496,83.496,32.046
11,7,7,1:23.633,83.633,32.768
11,8,10,1:23.517,83.517,33.946
11,9,8,1:24.291,84.291,38.849
11,10,27,1:24.260,84.26,39.941
11,11,11,1:24.447,84.447,40.901
11,12,23,1:24.578,84.578,42.072
11,13,26,1:24.412,84.412,43.098
11,14,63,1:24.856,84.856,46.297
11,15,20,1:24.726,84.726,47.068
11,16,3,1:24.468,84.468,47.905
11,17,18,1:24.702,84.702,49.302
11,18,99,1:24.979,84.979,50.351
11,19,77,1:22.309,82.309,52.040
11,20,88,1:26.242,86.242,55.667
12,1,33,1:21.555,81.555,
12,2,44,1:21.717,81.717,2.212
12,3,16,1:22.700,82.7,11.982
12,4,5,1:22.333,82.333,14.248
12,5,55,1:23.456,83.456,32.427
12,6,4,1:23.787,83.787,34.278
12,7,7,1:24.157,84.157,35.370
12,8,10,1:23.801,83.801,36.192
12,9,8,1:24.418,84.418,41.712
12,10,27,1:24.545,84.545,42.931
12,11,11,1:24.362,84.362,43.708
12,12,23,1:24.161,84.161,44.678
12,13,26,1:24.065,84.065,45.608
12,14,20,1:24.151,84.151,49.664
12,15,63,1:27.225,87.225,51.967
12,16,3,1:26.350,86.35,52.700
12,17,18,1:25.917,85.917,53.664
12,18,99,1:25.508,85.508,54.304
12,19,77,1:24.052,84.052,54.537
12,20,88,1:25.297,85.297,59.409
13,1,33,1:21.638,81.638,
13,2,44,1:21.651,81.651,2.225
13,3,16,1:22.703,82.703,13.047
13,4,5,1:22.796,82.796,15.406
13,5,55,1:23.584,83.584,34.373
13,6,4,1:23.540,83.54,36.180
13,7,7,1:23.444,83.444,37.176
13,8,10,1:23.897,83.897,38.451
13,9,8,1:24.543,84.543,44.617
13,10,27,1:24.656,84.656,45.949
13,11,11,1:24.660,84.66,46.730
13,12,23,1:24.630,84.63,47.670
13,13,26,1:24.626,84.626,48.596
13,14,20,1:24.209,84.209,52.235
13,15,63,1:24.976,84.976,55.305
13,16,3,1:24.851,84.851,55.913
13,17,18,1:25.580,85.58,57.606
13,18,77,1:25.073,85.073,57.972
13,19,99,1:26.376,86.376,59.042
13,20,88,1:25.413,85.413,63.184
14,1,33,1:21.844,81.844,
14,2,44,1:21.899,81.899,2.280
14,3,16,1:22.722,82.722,13.925
14,4,5,1:22.748,82.748,16.310
14,5,55,1:23.486,83.486,36.015
14,6,4,1:23.507,83.507,37.843
14,7,7,1:23.561,83.561,38.893
14,8,10,1:23.573,83.573,40.180
14,9,8,1:24.711,84.711,47.484
14,10,27,1:24.320,84.32,48.425
14,11,11,1:24.519,84.519,49.405
14,12,23,1:24.483,84.483,50.309
14,13,26,1:24.255,84.255,51.007
14,14,20,1:24.317,84.317,54.708
14,15,3,1:23.867,83.867,57.936
14,16,63,1:26.263,86.263,59.724
14,17,77,1:24.033,84.033,60.161
14,18,18,1:25.898,85.898,61.660
14,19,99,1:26.073,86.073,63.271
14,20,88,1:25.314,85.314,66.654
15,1,33,1:21.632,81.632,
15,2,44,1:21.696,81.696,2.344
15,3,16,1:22.589,82.589,14.882
15,4,5,1:22.676,82.676,17.354
15,5,55,1:23.286,83.286,37.669
15,6,4,1:23.575,83.575,39.786
15,7,7,1:23.373,83.373,40.634
15,8,10,1:23.629,83.629,42.177
15,9,8,1:24.296,84.296,50.148
15,10,27,1:24.334,84.334,51.127
15,11,11,1:24.413,84.413,52.186
15,12,23,1:24.395,84.395,53.072
15,13,26,1:24.285,84.285,53.660
15,14,20,1:23.900,83.9,56.976
15,15,3,1:23.578,83.578,59.882
15,16,77,1:22.771,82.771,61.300
15,17,63,1:26.230,86.23,64.322
15,18,18,1:25.457,85.457,65.485
15,19,99,1:28.085,88.085,PIT
15,20,88,1:25.475,85.475,70.497
16,1,33,1:21.839,81.839,
16,2,44,1:21.608,81.608,2.113
16,3,16,1:22.242,82.242,15.285
16,4,5,1:22.595,82.595,18.110
16,5,55,1:23.110,83.11,38.940
16,6,4,1:23.528,83.528,41.475
16,7,7,1:23.355,83.355,42.150
16,8,10,1:23.460,83.46,43.798
16,9,8,1:24.313,84.313,52.622
16,10,27,1:24.496,84.496,53.784
16,11,11,1:24.561,84.561,54.908
16,12,23,1:24.438,84.438,55.671
16,13,26,1:24.673,84.673,56.494
16,14,20,1:24.009,84.009,59.146
16,15,3,1:23.602,83.602,61.645
16,16,77,1:23.240,83.24,62.701
16,17,63,1:27.336,87.336,PIT
16,18,18,1:27.668,87.668,PIT
16,19,88,1:25.369,85.369,74.027
17,1,33,1:21.946,81.946,
17,2,44,1:21.685,81.685,1.852
17,3,99,1:42.653,102.653,1 LAP
17,4,16,1:22.624,82.624,15.963
17,5,5,1:22.704,82.704,18.868
17,6,55,1:23.311,83.311,40.305
17,7,4,1:23.017,83.017,42.546
17,8,7,1:23.345,83.345,43.549
17,9,10,1:23.379,83.379,45.231
17,10,8,1:24.379,84.379,55.055
17,11,27,1:24.257,84.257,56.095
17,12,11,1:24.228,84.228,57.190
17,13,23,1:24.623,84.623,58.348
17,14,26,1:24.402,84.402,58.950
17,15,20,1:24.091,84.091,61.291
17,16,3,1:23.482,83.482,63.181
17,17,77,1:23.064,83.064,63.819
17,18,88,1:25.309,85.309,77.390
18,1,33,1:21.834,81.834,
18,2,44,1:21.765,81.765,1.783
18,3,63,1:40.516,100.516,1 LAP
18,4,18,1:41.045,101.045,1 LAP
18,5,99,1:23.289,83.289,1 LAP
18,6,16,1:22.625,82.625,16.754
18,7,5,1:22.802,82.802,19.836
18,8,55,1:23.280,83.28,41.751
18,9,4,1:23.056,83.056,43.768
18,10,7,1:23.125,83.125,44.840
18,11,10,1:23.160,83.16,46.557
18,12,8,1:24.044,84.044,57.265
18,13,27,1:24.188,84.188,58.449
18,14,26,1:24.333,84.333,61.449
18,15,11,1:26.394,86.394,PIT
18,16,23,1:26.409,86.409,62.923
18,17,20,1:24.489,84.489,63.946
18,18,3,1:23.992,83.992,65.339
18,19,77,1:24.094,84.094,66.079
19,1,33,1:22.029,82.029,
19,2,88,1:27.711,87.711,PIT
19,3,44,1:21.686,81.686,1.440
19,4,63,1:23.216,83.216,1 LAP
19,5,18,1:23.274,83.274,1 LAP
19,6,99,1:23.340,83.34,1 LAP
19,7,16,1:22.617,82.617,17.342
19,8,5,1:22.423,82.423,20.230
19,9,55,1:22.877,82.877,42.599
19,10,4,1:23.066,83.066,44.805
19,11,7,1:23.195,83.195,46.006
19,12,10,1:23.154,83.154,47.682
19,13,27,1:24.009,84.009,60.429
19,14,8,1:26.535,86.535,PIT
19,15,26,1:23.942,83.942,63.362
19,16,23,1:24.072,84.072,64.966
19,17,20,1:24.409,84.409,66.326
19,18,3,1:24.079,84.079,67.389
19,19,77,1:23.888,83.888,67.938
19,20,11,1:39.896,99.896,79.617
20,1,33,1:22.217,82.217,
20,2,44,1:22.241,82.241,1.464
20,3,63,1:23.445,83.445,1 LAP
20,4,18,1:23.696,83.696,1 LAP
20,5,99,1:23.650,83.65,1 LAP
20,6,16,1:22.850,82.85,17.975
20,7,5,1:22.784,82.784,20.797
20,8,88,1:44.595,104.595,1 LAP
20,9,55,1:23.091,83.091,43.473
20,10,4,1:22.914,82.914,45.502
20,11,7,1:23.189,83.189,46.978
20,12,10,1:23.225,83.225,48.690
20,13,27,1:23.451,83.451,61.663
20,14,26,1:23.418,83.418,64.563
20,15,23,1:23.454,83.454,66.203
20,16,20,1:24.460,84.46,68.569
20,17,3,1:24.040,84.04,69.212
20,18,77,1:24.446,84.446,70.167
20,19,11,1:22.395,82.395,79.795
21,1,33,1:22.381,82.381,
21,2,44,1:22.260,82.26,1.343
21,3,8,1:45.595,105.595,1 LAP
21,4,63,1:23.527,83.527,1 LAP
21,5,18,1:23.557,83.557,1 LAP
21,6,99,1:23.360,83.36,1 LAP
21,7,16,1:22.786,82.786,18.380
21,8,5,1:22.799,82.799,21.215
21,9,88,1:23.880,83.88,1 LAP
21,10,55,1:23.042,83.042,44.134
21,11,4,1:23.149,83.149,46.270
21,12,7,1:23.136,83.136,47.733
21,13,10,1:22.948,82.948,49.257
21,14,27,1:23.620,83.62,62.902
21,15,23,1:23.251,83.251,67.073
21,16,26,1:25.357,85.357,PIT
21,17,20,1:23.860,83.86,70.048
21,18,3,1:24.205,84.205,71.036
21,19,77,1:23.938,83.938,71.724
21,20,11,1:22.774,82.774,80.188
22,1,33,1:22.312,82.312,
22,2,44,1:22.378,82.378,1.409
22,3,8,1:23.391,83.391,1 LAP
22,4,63,1:23.693,83.693,1 LAP
22,5,18,1:23.529,83.529,1 LAP
22,6,99,1:23.825,83.825,1 LAP
22,7,16,1:22.850,82.85,18.918
22,8,5,1:22.706,82.706,21.609
22,9,88,1:24.157,84.157,1 LAP
22,10,55,1:22.827,82.827,44.649
22,11,4,1:22.955,82.955,46.913
22,12,7,1:23.084,83.084,48.505
22,13,10,1:23.119,83.119,50.064
22,14,27,1:23.407,83.407,63.997
22,15,23,1:22.671,82.671,67.432
22,16,20,1:23.416,83.416,71.152
22,17,3,1:23.548,83.548,72.272
22,18,77,1:23.659,83.659,73.071
22,19,11,1:23.244,83.244,81.120
23,1,33,1:22.448,82.448,
23,2,44,1:22.096,82.096,1.057
23,3,8,1:23.168,83.168,1 LAP
23,4,26,1:42.817,102.817,1 LAP
23,5,63,1:23.774,83.774,1 LAP
23,6,18,1:23.319,83.319,1 LAP
23,7,99,1:23.506,83.506,1 LAP
23,8,16,1:23.071,83.071,19.541
23,9,5,1:22.751,82.751,21.912
23,10,88,1:24.140,84.14,1 LAP
23,11,55,1:22.863,82.863,45.064
23,12,4,1:22.898,82.898,47.363
23,13,7,1:22.981,82.981,49.038
23,14,10,1:22.766,82.766,50.382
23,15,27,1:23.446,83.446,64.995
23,16,23,1:22.618,82.618,67.602
23,17,20,1:23.306,83.306,72.010
23,18,3,1:23.404,83.404,73.228
23,19,77,1:23.438,83.438,74.061
24,1,33,1:22.622,82.622,
24,2,44,1:22.844,82.844,1.279
24,3,11,1:26.666,86.666,1 LAP
24,4,8,1:23.297,83.297,1 LAP
24,5,26,1:22.615,82.615,1 LAP
24,6,63,1:23.985,83.985,1 LAP
24,7,18,1:23.439,83.439,1 LAP
24,8,99,1:23.300,83.3,1 LAP
24,9,16,1:23.217,83.217,20.136
24,10,5,1:22.781,82.781,22.071
24,11,88,1:24.339,84.339,1 LAP
24,12,55,1:22.873,82.873,45.315
24,13,4,1:23.040,83.04,47.781
24,14,7,1:22.987,82.987,49.403
24,15,10,1:23.105,83.105,50.865
24,16,27,1:23.514,83.514,65.887
24,17,23,1:22.925,82.925,67.905
24,18,20,1:23.093,83.093,72.481
24,19,3,1:23.259,83.259,73.865
24,20,77,1:23.162,83.162,74.601
25,1,44,1:22.052,82.052,
25,2,33,1:24.195,84.195,PIT
25,3,11,1:23.060,83.06,1 LAP
25,4,26,1:22.351,82.351,1 LAP
25,5,8,1:24.709,84.709,1 LAP
25,6,63,1:24.615,84.615,1 LAP
25,7,18,1:24.210,84.21,1 LAP
25,8,99,1:23.857,83.857,1 LAP
25,9,16,1:23.421,83.421,20.226
25,10,5,1:23.144,83.144,21.884
25,11,88,1:24.339,84.339,1 LAP
25,12,55,1:23.201,83.201,45.185
25,13,4,1:23.412,83.412,47.862
25,14,7,1:23.396,83.396,49.468
25,15,10,1:23.399,83.399,50.933
25,16,27,1:23.534,83.534,66.090
25,17,23,1:22.974,82.974,67.548
25,18,20,1:23.395,83.395,72.545
25,19,3,1:23.340,83.34,73.874
25,20,77,1:23.475,83.475,74.745
26,1,44,1:21.775,81.775,
26,2,11,1:22.642,82.642,1 LAP
26,3,26,1:22.591,82.591,1 LAP
26,4,8,1:24.432,84.432,1 LAP
26,5,63,1:24.574,84.574,1 LAP
26,6,33,1:39.785,99.785,18.874
26,7,18,1:25.658,85.658,1 LAP
26,8,99,1:26.308,86.308,1 LAP
26,9,16,1:24.586,84.586,23.037
26,10,5,1:24.152,84.152,24.261
26,11,88,1:24.235,84.235,1 LAP
26,12,55,1:23.135,83.135,46.545
26,13,4,1:23.389,83.389,49.476
26,14,7,1:23.313,83.313,51.006
26,15,10,1:23.226,83.226,52.384
26,16,27,1:23.364,83.364,67.679
26,17,23,1:23.325,83.325,69.098
26,18,20,1:23.270,83.27,74.040
26,19,3,1:23.242,83.242,75.341
26,20,77,1:23.595,83.595,76.565
27,1,44,1:21.805,81.805,
27,2,11,1:22.736,82.736,1 LAP
27,3,26,1:22.648,82.648,1 LAP
27,4,8,1:23.850,83.85,1 LAP
27,5,33,1:20.928,80.928,17.997
27,6,63,1:25.406,85.406,1 LAP
27,7,18,1:24.360,84.36,1 LAP
27,8,5,1:23.690,83.69,26.146
27,9,16,1:25.952,85.952,PIT
27,10,99,1:26.933,86.933,1 LAP
27,11,88,1:24.300,84.3,1 LAP
27,12,55,1:23.039,83.039,47.779
27,13,4,1:23.995,83.995,51.666
27,14,7,1:23.566,83.566,52.767
27,15,10,1:23.436,83.436,54.015
27,16,27,1:23.355,83.355,69.229
27,17,23,1:23.179,83.179,70.472
27,18,20,1:23.340,83.34,75.575
27,19,3,1:23.285,83.285,76.821
27,20,77,1:22.757,82.757,77.517
28,1,44,1:22.182,82.182,
28,2,11,1:22.703,82.703,1 LAP
28,3,26,1:22.467,82.467,1 LAP
28,4,8,1:23.441,83.441,1 LAP
28,5,33,1:21.722,81.722,17.537
28,6,63,1:24.109,84.109,1 LAP
28,7,18,1:24.342,84.342,1 LAP
28,8,5,1:23.344,83.344,27.308
28,9,99,1:23.493,83.493,1 LAP
28,10,88,1:24.323,84.323,1 LAP
28,11,16,1:40.709,100.709,45.711
28,12,55,1:23.810,83.81,49.407
28,13,7,1:23.432,83.432,54.017
28,14,4,1:26.203,86.203,PIT
28,15,10,1:25.800,85.8,PIT
28,16,27,1:23.078,83.078,70.125
28,17,23,1:25.322,85.322,PIT
28,18,20,1:23.218,83.218,76.611
28,19,3,1:23.178,83.178,77.817
28,20,77,1:23.003,83.003,78.338
29,1,44,1:22.462,82.462,
29,2,11,1:22.527,82.527,1 LAP
29,3,26,1:22.431,82.431,1 LAP
29,4,8,1:23.474,83.474,1 LAP
29,5,33,1:22.171,82.171,17.246
29,6,63,1:23.803,83.803,1 LAP
29,7,18,1:23.835,83.835,1 LAP
29,8,5,1:23.192,83.192,28.038
29,9,99,1:23.496,83.496,1 LAP
29,10,88,1:24.000,84.0,1 LAP
29,11,16,1:21.848,81.848,45.097
29,12,55,1:26.033,86.033,PIT
29,13,7,1:25.083,85.083,PIT
29,14,27,1:23.423,83.423,71.086
29,15,10,1:39.258,99.258,74.429
29,16,20,1:24.069,84.069,78.218
29,17,3,1:23.754,83.754,79.109
29,18,4,1:46.313,106.313,79.538
29,19,77,1:24.600,84.6,80.476
30,1,44,1:22.812,82.812,
30,2,11,1:22.811,82.811,1 LAP
30,3,26,1:22.648,82.648,1 LAP
30,4,23,1:42.284,102.284,1 LAP
30,5,8,1:23.786,83.786,1 LAP
30,6,33,1:22.073,82.073,16.507
30,7,63,1:23.961,83.961,1 LAP
30,8,18,1:24.191,84.191,1 LAP
30,9,5,1:23.607,83.607,28.833
30,10,99,1:23.777,83.777,1 LAP
30,11,88,1:24.227,84.227,1 LAP
30,12,16,1:21.632,81.632,43.917
30,13,55,1:40.368,100.368,70.534
30,14,27,1:24.239,84.239,72.513
30,15,10,1:22.019,82.019,73.636
30,16,7,1:41.126,101.126,74.952
30,17,20,1:23.426,83.426,78.832
30,18,3,1:23.728,83.728,80.025
30,19,4,1:23.463,83.463,80.189
30,20,77,1:23.384,83.384,81.048
31,1,44,1:25.483,85.483,PIT
31,2,11,1:22.999,82.999,1 LAP
31,3,26,1:23.097,83.097,1 LAP
31,4,23,1:22.053,82.053,1 LAP
31,5,8,1:23.637,83.637,1 LAP
31,6,33,1:22.193,82.193,13.217
31,7,63,1:24.042,84.042,1 LAP
31,8,5,1:23.532,83.532,26.882
31,9,18,1:26.232,86.232,1 LAP
31,10,99,1:24.039,84.039,1 LAP
31,11,88,1:24.476,84.476,1 LAP
31,12,16,1:22.509,82.509,40.943
31,13,55,1:22.556,82.556,67.607
31,14,27,1:23.261,83.261,70.291
31,15,10,1:22.426,82.426,70.579
31,16,7,1:22.159,82.159,71.628
31,17,20,1:22.875,82.875,76.224
31,18,4,1:22.408,82.408,77.114
31,19,3,1:24.004,84.004,78.546
31,20,77,1:23.380,83.38,78.945
31,21,11,1:22.707,82.707,85.051
31,22,26,1:22.954,82.954,86.926
31,23,23,1:22.324,82.324,89.516
32,1,33,1:21.601,81.601,
32,2,8,1:24.698,84.698,1 LAP
32,3,44,1:39.770,99.77,4.952
32,4,63,1:24.385,84.385,1 LAP
32,5,5,1:23.855,83.855,15.919
32,6,18,1:23.948,83.948,1 LAP
32,7,99,1:24.109,84.109,1 LAP
32,8,16,1:21.539,81.539,27.664
32,9,88,1:25.350,85.35,1 LAP
32,10,55,1:22.444,82.444,55.233
32,11,10,1:21.396,81.396,57.157
32,12,27,1:24.164,84.164,59.637
32,13,7,1:23.078,83.078,59.888
32,14,20,1:23.739,83.739,65.145
32,15,4,1:23.494,83.494,65.790
32,16,77,1:23.047,83.047,67.174
32,17,3,1:25.002,85.002,68.730
32,18,11,1:22.608,82.608,72.841
32,19,26,1:22.729,82.729,74.837
32,20,23,1:22.815,82.815,77.513
33,1,33,1:21.767,81.767,
33,2,44,1:19.653,79.653,2.838
33,3,8,1:25.085,85.085,1 LAP
33,4,5,1:23.878,83.878,18.030
33,5,63,1:26.700,86.7,1 LAP
33,6,18,1:24.840,84.84,1 LAP
33,7,99,1:24.387,84.387,1 LAP
33,8,16,1:21.813,81.813,27.710
33,9,88,1:23.886,83.886,1 LAP
33,10,55,1:22.388,82.388,55.854
33,11,10,1:21.493,81.493,56.883
33,12,7,1:22.388,82.388,60.509
33,13,27,1:24.825,84.825,62.695
33,14,4,1:21.956,81.956,65.979
33,15,20,1:24.692,84.692,68.070
33,16,77,1:23.172,83.172,68.579
33,17,3,1:23.651,83.651,70.614
33,18,11,1:22.873,82.873,73.947
33,19,26,1:22.702,82.702,75.772
33,20,23,1:22.611,82.611,78.357
34,1,33,1:21.341,81.341,
34,2,44,1:19.331,79.331,0.828
34,3,8,1:23.325,83.325,1 LAP
34,4,5,1:23.128,83.128,19.817
34,5,63,1:24.321,84.321,1 LAP
34,6,18,1:24.419,84.419,1 LAP
34,7,99,1:24.754,84.754,1 LAP
34,8,16,1:21.864,81.864,28.233
34,9,88,1:23.894,83.894,1 LAP
34,10,55,1:21.882,81.882,56.395
34,11,10,1:21.710,81.71,57.252
34,12,7,1:22.063,82.063,61.231
34,13,27,1:23.552,83.552,64.906
34,14,4,1:22.558,82.558,67.196
34,15,77,1:22.030,82.03,69.268
34,16,20,1:24.906,84.906,71.635
34,17,3,1:23.747,83.747,73.020
34,18,11,1:23.064,83.064,75.670
34,19,26,1:23.003,83.003,77.434
34,20,23,1:22.656,82.656,79.672
35,1,33,1:20.416,80.416,
35,2,44,1:20.226,80.226,0.638
35,3,8,1:23.333,83.333,1 LAP
35,4,5,1:23.123,83.123,22.524
35,5,63,1:23.998,83.998,1 LAP
35,6,18,1:23.870,83.87,1 LAP
35,7,99,1:24.030,84.03,1 LAP
35,8,16,1:22.158,82.158,29.975
35,9,88,1:23.678,83.678,1 LAP
35,10,55,1:22.057,82.057,58.036
35,11,10,1:22.345,82.345,59.181
35,12,7,1:22.068,82.068,62.883
35,13,27,1:23.541,83.541,68.031
35,14,4,1:22.633,82.633,69.413
35,15,77,1:22.172,82.172,71.024
35,16,20,1:23.600,83.6,74.819
