lap_no,position,car_no,lap_time,lap_time_sec,gap
10,14,23,1:52.049,112.049,24.781
10,15,3,1:51.782,111.782,25.373
10,16,7,1:52.068,112.068,28.506
10,17,63,1:52.410,112.41,30.542
10,18,88,1:52.480,112.48,33.410
11,1,16,1:49.398,109.398,
11,2,5,1:49.602,109.602,2.592
11,3,44,1:49.633,109.633,3.617
11,4,77,1:49.342,109.342,5.796
11,5,4,1:50.646,110.646,14.233
11,6,8,1:51.174,111.174,16.955
11,7,11,1:50.811,110.811,20.264
11,8,10,1:50.616,110.616,22.815
11,9,20,1:52.922,112.922,24.442
11,10,18,1:52.233,112.233,25.186
11,11,26,1:52.373,112.373,25.907
11,12,99,1:52.388,112.388,26.570
11,13,23,1:52.372,112.372,27.755
11,14,3,1:52.458,112.458,28.433
11,15,7,1:51.910,111.91,31.018
11,16,27,1:56.421,116.421,PIT
11,17,63,1:52.046,112.046,33.190
11,18,88,1:52.047,112.047,36.059
12,1,16,1:49.004,109.004,
12,2,5,1:49.237,109.237,2.825
12,3,44,1:49.451,109.451,4.064
12,4,77,1:49.658,109.658,6.450
12,5,4,1:50.536,110.536,15.765
12,6,8,1:50.783,110.783,18.734
12,7,11,1:50.289,110.289,21.549
12,8,10,1:50.792,110.792,24.603
12,9,18,1:51.336,111.336,27.518
12,10,20,1:53.220,113.22,28.658
12,11,26,1:52.339,112.339,29.242
12,12,99,1:52.463,112.463,30.029
12,13,23,1:52.123,112.123,30.874
12,14,3,1:52.063,112.063,31.492
12,15,7,1:52.016,112.016,34.030
12,16,63,1:52.194,112.194,36.380
12,17,88,1:52.756,112.756,39.811
12,18,27,2:03.333,123.333,45.548
13,1,16,1:48.917,108.917,
13,2,5,1:49.249,109.249,3.157
13,3,44,1:49.355,109.355,4.502
13,4,77,1:49.462,109.462,6.995
13,5,4,1:50.203,110.203,17.051
13,6,8,1:50.868,110.868,20.685
13,7,11,1:50.155,110.155,22.787
13,8,18,1:50.851,110.851,29.452
13,9,10,1:54.888,114.888,PIT
13,10,26,1:50.534,110.534,30.859
13,11,20,1:52.442,112.442,32.183
13,12,99,1:51.832,111.832,32.944
13,13,23,1:51.788,111.788,33.745
13,14,3,1:52.221,112.221,34.796
13,15,7,1:52.465,112.465,37.578
13,16,63,1:51.983,111.983,39.446
13,17,88,1:52.668,112.668,43.562
13,18,27,1:49.466,109.466,46.097
14,1,16,1:49.112,109.112,
14,2,5,1:49.341,109.341,3.386
14,3,44,1:49.234,109.234,4.624
14,4,77,1:49.313,109.313,7.196
14,5,4,1:49.979,109.979,17.918
14,6,8,1:51.291,111.291,22.864
14,7,11,1:50.556,110.556,24.231
14,8,26,1:51.328,111.328,33.075
14,9,99,1:50.963,110.963,34.795
14,10,18,1:55.009,115.009,PIT
14,11,23,1:52.060,112.06,36.693
14,12,20,1:53.835,113.835,36.906
14,13,3,1:52.214,112.214,37.898
14,14,7,1:52.201,112.201,40.667
14,15,63,1:52.202,112.202,42.536
14,16,10,2:03.004,123.004,44.466
14,17,27,1:50.837,110.837,47.822
14,18,88,1:54.267,114.267,48.717
15,1,16,1:48.980,108.98,
15,2,44,1:49.286,109.286,4.930
15,3,77,1:49.448,109.448,7.664
15,4,5,1:53.829,113.829,PIT
15,5,4,1:50.120,110.12,19.058
15,6,8,1:51.280,111.28,25.164
15,7,11,1:55.359,115.359,PIT
15,8,26,1:50.978,110.978,35.073
15,9,99,1:50.887,110.887,36.702
15,10,23,1:50.668,110.668,38.381
15,11,20,1:52.445,112.445,40.371
15,12,3,1:52.149,112.149,41.067
15,13,7,1:52.274,112.274,43.961
15,14,10,1:50.007,110.007,45.493
15,15,63,1:52.540,112.54,46.096
15,16,27,1:49.725,109.725,48.567
15,17,18,2:03.672,123.672,50.041
15,18,88,1:53.968,113.968,53.705
16,1,16,1:49.015,109.015,
16,2,44,1:48.946,108.946,4.861
16,3,77,1:49.417,109.417,8.066
16,4,4,1:50.272,110.272,20.315
16,5,5,2:02.264,122.264,21.484
16,6,8,1:55.696,115.696,PIT
16,7,26,1:50.730,110.73,36.788
16,8,99,1:51.011,111.011,38.698
16,9,23,1:50.926,110.926,40.292
16,10,3,1:50.744,110.744,42.796
16,11,20,1:53.110,113.11,44.466
16,12,7,1:52.394,112.394,47.340
16,13,11,2:05.910,125.91,47.505
16,14,10,1:51.464,111.464,47.942
16,15,63,1:52.373,112.373,49.454
16,16,27,1:50.494,110.494,50.046
16,17,18,1:49.556,109.556,50.582
16,18,88,1:52.776,112.776,57.466
17,1,16,1:49.305,109.305,
17,2,44,1:48.921,108.921,4.477
17,3,77,1:49.228,109.228,7.989
17,4,5,1:47.087,107.087,19.266
17,5,4,1:51.343,111.343,22.353
17,6,26,1:50.861,110.861,38.344
17,7,99,1:50.717,110.717,40.110
17,8,23,1:50.287,110.287,41.274
17,9,3,1:51.018,111.018,44.509
17,10,20,1:52.122,112.122,47.283
17,11,8,2:05.056,125.056,47.596
17,12,11,1:50.319,110.319,48.519
17,13,10,1:51.501,111.501,50.138
17,14,7,1:54.071,114.071,52.106
17,15,27,1:51.818,111.818,52.559
17,16,18,1:51.857,111.857,53.134
17,17,63,1:54.276,114.276,54.425
17,18,88,1:52.555,112.555,60.716
18,1,16,1:49.325,109.325,
18,2,44,1:49.119,109.119,4.271
18,3,77,1:49.575,109.575,8.239
18,4,5,1:48.165,108.165,18.106
18,5,4,1:50.568,110.568,23.596
18,6,26,1:50.837,110.837,39.856
18,7,99,1:50.723,110.723,41.508
18,8,23,1:50.961,110.961,42.910
18,9,3,1:50.958,110.958,46.142
18,10,8,1:49.274,109.274,47.545
18,11,11,1:50.340,110.34,49.534
18,12,10,1:51.530,111.53,52.343
18,13,20,1:54.534,114.534,52.492
18,14,27,1:50.807,110.807,54.041
18,15,7,1:54.005,114.005,56.786
18,16,18,1:53.506,113.506,57.315
18,17,63,1:53.222,113.222,58.322
18,18,88,1:52.718,112.718,64.109
19,1,16,1:49.263,109.263,
19,2,44,1:49.239,109.239,4.247
19,3,77,1:49.270,109.27,8.246
19,4,5,1:48.049,108.049,16.892
19,5,4,1:54.592,114.592,PIT
19,6,26,1:50.562,110.562,41.155
19,7,99,1:50.790,110.79,43.035
19,8,23,1:50.963,110.963,44.610
19,9,3,1:50.619,110.619,47.498
19,10,8,1:49.945,109.945,48.227
19,11,11,1:49.812,109.812,50.083
19,12,10,1:51.051,111.051,54.131
19,13,20,1:53.445,113.445,56.674
19,14,27,1:52.426,112.426,57.204
19,15,18,1:50.562,110.562,58.614
19,16,7,1:53.418,113.418,60.941
19,17,63,1:53.089,113.089,62.148
19,18,88,1:52.420,112.42,67.266
20,1,16,1:48.948,108.948,
20,2,44,1:49.090,109.09,4.389
20,3,77,1:49.133,109.133,8.431
20,4,5,1:47.870,107.87,15.814
20,5,26,1:50.687,110.687,42.894
20,6,4,2:03.752,123.752,43.729
20,7,99,1:51.658,111.658,45.745
20,8,23,1:50.960,110.96,46.622
20,9,3,1:50.584,110.584,49.134
20,10,8,1:50.492,110.492,49.771
20,11,11,1:49.634,109.634,50.769
20,12,10,1:49.769,109.769,54.952
20,13,27,1:49.762,109.762,58.018
20,14,20,1:52.482,112.482,60.208
20,15,18,1:51.248,111.248,60.914
20,16,7,1:52.503,112.503,64.496
20,17,63,1:52.668,112.668,65.868
20,18,88,1:52.204,112.204,70.522
21,1,44,1:48.746,108.746,
21,2,16,1:53.378,113.378,PIT
21,3,77,1:49.209,109.209,4.505
21,4,5,1:47.586,107.586,10.265
21,5,4,1:48.321,108.321,38.915
21,6,26,1:51.448,111.448,41.207
21,7,99,1:50.675,110.675,43.285
21,8,23,1:50.569,110.569,44.056
21,9,3,1:50.451,110.451,46.450
21,10,8,1:50.553,110.553,47.189
21,11,11,1:50.387,110.387,48.021
21,12,10,1:49.700,109.7,51.517
21,13,27,1:50.272,110.272,55.155
21,14,18,1:50.037,110.037,57.816
21,15,20,1:52.665,112.665,59.738
21,16,7,1:51.828,111.828,63.189
21,17,63,1:52.161,112.161,64.894
21,18,88,1:52.024,112.024,69.411
22,1,44,1:53.415,113.415,PIT
22,2,77,1:49.511,109.511,0.601
22,3,5,1:47.829,107.829,4.679
22,4,16,2:02.395,122.395,9.223
22,5,4,1:49.030,109.03,34.530
22,6,26,1:50.791,110.791,38.583
22,7,99,1:50.810,110.81,40.680
22,8,23,1:51.452,111.452,42.093
22,9,3,1:50.735,110.735,43.770
22,10,8,1:50.576,110.576,44.350
22,11,11,1:50.486,110.486,45.092
22,12,10,1:49.836,109.836,47.938
22,13,27,1:50.051,110.051,51.791
22,14,18,1:50.170,110.17,54.571
22,15,20,1:51.420,111.42,57.743
22,16,7,1:52.136,112.136,61.910
22,17,63,1:52.364,112.364,63.843
22,18,88,1:52.153,112.153,68.149
23,1,5,1:47.956,107.956,
23,2,77,1:53.827,113.827,PIT
23,3,16,1:46.664,106.664,3.252
23,4,44,2:02.954,122.954,10.319
23,5,4,1:48.956,108.956,30.851
23,6,26,1:50.743,110.743,36.691
23,7,99,1:50.754,110.754,38.799
23,8,3,1:50.703,110.703,41.838
23,9,8,1:50.944,110.944,42.659
23,10,11,1:50.733,110.733,43.190
23,11,23,1:54.745,114.745,PIT
23,12,10,1:49.887,109.887,45.190
23,13,27,1:50.395,110.395,49.551
23,14,18,1:50.156,110.156,52.092
23,15,20,1:51.373,111.373,56.481
23,16,7,1:52.527,112.527,61.802
23,17,63,1:52.499,112.499,63.707
23,18,88,1:52.304,112.304,67.818
24,1,5,1:48.238,108.238,
24,2,16,1:47.162,107.162,2.176
24,3,44,1:46.580,106.58,8.661
24,4,77,2:01.594,121.594,15.149
24,5,4,1:49.243,109.243,31.856
24,6,99,1:51.071,111.071,41.632
24,7,26,1:54.845,114.845,PIT
24,8,3,1:50.671,110.671,44.271
24,9,11,1:50.106,110.106,45.058
24,10,8,1:52.120,112.12,46.541
24,11,10,1:51.401,111.401,48.353
24,12,27,1:50.033,110.033,51.346
24,13,18,1:50.019,110.019,53.873
24,14,23,2:03.306,123.306,59.271
24,15,20,1:51.934,111.934,60.177
24,16,7,1:52.784,112.784,66.348
24,17,63,1:52.179,112.179,67.648
24,18,88,1:52.207,112.207,71.787
25,1,5,1:48.349,108.349,
25,2,16,1:47.382,107.382,1.209
25,3,44,1:46.859,106.859,7.171
25,4,77,1:46.551,106.551,13.351
25,5,4,1:49.177,109.177,32.684
25,6,99,1:50.629,110.629,43.912
25,7,3,1:50.969,110.969,46.891
25,8,11,1:50.746,110.746,47.455
25,9,8,1:50.753,110.753,48.945
25,10,10,1:50.239,110.239,50.243
25,11,27,1:50.143,110.143,53.140
25,12,18,1:50.033,110.033,55.557
25,13,26,2:02.570,122.57,57.519
25,14,23,1:47.952,107.952,58.874
25,15,20,1:56.060,116.06,PIT
25,16,7,1:52.555,112.555,70.554
25,17,63,1:52.258,112.258,71.557
25,18,88,1:52.100,112.1,75.538
26,1,5,1:48.691,108.691,
26,2,16,1:48.143,108.143,0.661
26,3,44,1:46.731,106.731,5.211
26,4,77,1:46.610,106.61,11.270
26,5,4,1:49.053,109.053,33.046
26,6,99,1:50.483,110.483,45.704
26,7,11,1:49.409,109.409,48.173
26,8,3,1:51.792,111.792,49.992
26,9,8,1:50.375,110.375,50.629
26,10,10,1:50.116,110.116,51.668
26,11,27,1:50.200,110.2,54.649
26,12,18,1:49.744,109.744,56.610
26,13,26,1:48.143,108.143,56.971
26,14,23,1:48.192,108.192,58.375
26,15,7,1:52.188,112.188,74.051
26,16,63,1:52.349,112.349,75.215
26,17,88,1:52.055,112.055,78.902
26,18,20,2:03.526,123.526,82.723
27,1,16,1:47.227,107.227,
27,2,5,1:49.809,109.809,1.921
27,3,44,1:46.674,106.674,3.997
27,4,77,1:46.465,106.465,9.847
27,5,4,1:48.743,108.743,33.901
27,6,99,1:50.356,110.356,48.172
27,7,11,1:49.673,109.673,49.958
27,8,3,1:50.718,110.718,52.822
27,9,8,1:50.846,110.846,53.587
27,10,10,1:50.569,110.569,54.349
27,11,27,1:50.254,110.254,57.015
27,12,26,1:48.722,108.722,57.805
27,13,18,1:50.745,110.745,59.467
27,14,23,1:49.488,109.488,59.975
27,15,7,1:52.446,112.446,78.609
27,16,63,1:52.696,112.696,80.023
27,17,88,1:52.046,112.046,83.060
27,18,20,1:48.744,108.744,83.579
28,1,16,1:47.008,107.008,
28,2,5,1:47.922,107.922,2.835
28,3,44,1:46.991,106.991,3.980
28,4,77,1:46.784,106.784,9.623
28,5,4,1:49.156,109.156,36.049
28,6,99,1:50.688,110.688,51.852
28,7,11,1:49.754,109.754,52.704
28,8,3,1:50.598,110.598,56.412
28,9,8,1:50.726,110.726,57.305
28,10,10,1:50.697,110.697,58.038
28,11,27,1:50.345,110.345,60.352
28,12,26,1:50.125,110.125,60.922
28,13,18,1:50.253,110.253,62.712
28,14,23,1:50.338,110.338,63.305
28,15,7,1:53.064,113.064,84.665
28,16,63,1:52.985,112.985,86.000
28,17,20,1:49.885,109.885,86.456
28,18,88,1:53.446,113.446,89.498
29,1,16,1:47.014,107.014,
29,2,5,1:48.261,108.261,4.082
29,3,44,1:48.251,108.251,5.217
29,4,77,1:46.853,106.853,9.462
29,5,4,1:48.997,108.997,38.032
29,6,11,1:48.781,108.781,54.471
29,7,3,1:50.837,110.837,60.235
29,8,99,1:55.984,115.984,PIT
29,9,8,1:50.537,110.537,60.828
29,10,10,1:50.610,110.61,61.634
29,11,26,1:48.977,108.977,62.885
29,12,27,1:51.187,111.187,64.525
29,13,23,1:49.683,109.683,65.974
29,14,18,1:50.418,110.418,66.116
29,15,20,1:50.907,110.907,90.349
29,16,7,1:53.100,113.1,90.751
29,17,63,1:53.333,113.333,92.319
29,18,88,1:52.215,112.215,94.699
30,1,16,1:47.301,107.301,
30,2,5,1:48.067,108.067,4.848
30,3,44,1:47.621,107.621,5.537
30,4,77,1:47.485,107.485,9.646
30,5,4,1:49.531,109.531,40.262
30,6,11,1:49.720,109.72,56.890
30,7,3,1:50.897,110.897,63.831
30,8,8,1:51.046,111.046,64.573
30,9,10,1:50.910,110.91,65.243
30,10,26,1:50.137,110.137,65.721
30,11,27,1:50.381,110.381,67.605
30,12,23,1:49.479,109.479,68.152
30,13,18,1:54.898,114.898,PIT
30,14,99,2:02.709,122.709,76.230
30,15,20,1:49.284,109.284,92.332
30,16,7,1:53.666,113.666,97.116
30,17,88,1:52.666,112.666,100.064
30,18,63,1:58.040,118.04,PIT
31,1,16,1:47.414,107.414,
31,2,5,1:48.932,108.932,6.366
31,3,44,1:48.497,108.497,6.620
31,4,77,1:47.353,107.353,9.585
31,5,4,1:49.099,109.099,41.947
31,6,11,1:49.610,109.61,59.086
31,7,3,1:50.884,110.884,67.301
31,8,8,1:50.899,110.899,68.058
31,9,26,1:50.401,110.401,68.708
31,10,10,1:51.939,111.939,69.768
31,11,23,1:49.338,109.338,70.076
31,12,27,1:55.785,115.785,PIT
31,13,99,1:47.560,107.56,76.376
31,14,18,2:05.390,125.39,91.689
31,15,20,1:48.699,108.699,93.617
32,1,16,1:47.434,107.434,
32,2,7,1:57.882,117.882,PIT
32,3,88,1:56.608,116.608,PIT
32,4,44,1:47.117,107.117,6.303
32,5,5,1:49.831,109.831,8.763
32,6,77,1:47.661,107.661,9.812
32,7,63,2:03.248,123.248,1 LAP
32,8,4,1:49.129,109.129,43.642
32,9,11,1:49.629,109.629,61.281
32,10,3,1:50.913,110.913,70.780
32,11,8,1:50.783,110.783,71.407
32,12,26,1:50.769,110.769,72.043
32,13,23,1:49.969,109.969,72.611
32,14,10,1:51.417,111.417,73.751
32,15,99,1:48.305,108.305,77.247
32,16,27,2:02.737,122.737,91.279
32,17,18,1:48.517,108.517,92.772
32,18,20,1:48.747,108.747,94.930
33,1,16,1:47.175,107.175,
33,2,44,1:47.776,107.776,6.904
33,3,77,1:49.020,109.02,11.657
33,4,63,1:49.307,109.307,1 LAP
33,5,5,1:53.728,113.728,PIT
33,6,88,2:06.038,126.038,1 LAP
33,7,7,2:09.169,129.169,1 LAP
33,8,4,1:49.380,109.38,45.847
33,9,11,1:49.466,109.466,63.572
33,10,3,1:51.112,111.112,74.717
33,11,26,1:50.322,110.322,75.190
33,12,23,1:50.148,110.148,75.584
33,13,8,1:53.067,113.067,77.299
33,14,10,1:51.120,111.12,77.696
33,15,99,1:48.611,108.611,78.683
33,16,27,1:48.532,108.532,92.636
33,17,18,1:48.394,108.394,93.991
33,18,20,1:48.677,108.677,96.432
34,1,16,1:47.319,107.319,
34,2,44,1:47.445,107.445,7.030
34,3,77,1:47.067,107.067,11.405
34,4,63,1:49.003,109.003,1 LAP
34,5,88,1:49.220,109.22,1 LAP
34,6,7,1:48.844,108.844,1 LAP
34,7,5,2:02.166,122.166,30.163
34,8,4,1:49.216,109.216,47.744
34,9,11,1:49.557,109.557,65.810
34,10,26,1:48.926,108.926,76.797
34,11,23,1:50.021,110.021,78.286
34,12,3,1:52.827,112.827,80.225
34,13,10,1:50.520,110.52,80.897
34,14,8,1:51.734,111.734,81.714
34,15,99,1:50.652,110.652,82.016
34,16,27,1:48.349,108.349,93.666
34,17,18,1:48.357,108.357,95.029
34,18,20,1:49.046,109.046,98.159
35,1,16,1:47.216,107.216,
35,2,44,1:46.911,106.911,6.725
35,3,77,1:47.231,107.231,11.420
35,4,63,1:48.860,108.86,1 LAP
35,5,88,1:49.781,109.781,1 LAP
35,6,7,1:49.812,109.812,1 LAP
35,7,5,1:47.890,107.89,30.837
35,8,4,1:48.918,108.918,49.446
35,9,11,1:49.052,109.052,67.646
35,10,26,1:48.831,108.831,78.412
35,11,23,1:48.452,108.452,79.522
35,12,3,1:51.187,111.187,84.196
35,13,10,1:51.055,111.055,84.736
35,14,99,1:50.470,110.47,85.270
35,15,8,1:51.735,111.735,86.233
35,16,27,1:48.504,108.504,94.954
35,17,18,1:48.407,108.407,96.220
35,18,20,1:48.722,108.722,99.665
36,1,16,1:47.195,107.195,
36,2,44,1:47.039,107.039,6.569
36,3,77,1:47.117,107.117,11.342
36,4,63,1:48.973,108.973,1 LAP
36,5,88,1:49.834,109.834,1 LAP
36,6,7,1:49.774,109.774,1 LAP
36,7,5,1:46.409,106.409,30.051
36,8,4,1:49.431,109.431,51.682
36,9,11,1:49.132,109.132,69.583
36,10,26,1:48.696,108.696,79.913
36,11,23,1:48.229,108.229,80.556
36,12,3,1:50.815,110.815,87.816
36,13,10,1:51.212,111.212,88.753
36,14,99,1:51.083,111.083,89.158
36,15,8,1:51.002,111.002,90.040
36,16,27,1:48.940,108.94,96.699
36,17,18,1:48.562,108.562,97.587
36,18,20,1:48.836,108.836,101.306
37,1,16,1:47.560,107.56,
37,2,44,1:46.823,106.823,5.832
37,3,77,1:47.045,107.045,10.827
37,4,63,1:49.053,109.053,1 LAP
37,5,5,1:46.730,106.73,29.221
37,6,88,1:51.452,111.452,1 LAP
37,7,7,1:51.165,111.165,1 LAP
37,8,4,1:49.462,109.462,53.584
37,9,11,1:49.344,109.344,71.367
37,10,23,1:47.627,107.627,80.623
37,11,26,1:49.976,109.976,82.329
37,12,3,1:51.520,111.52,91.776
37,13,99,1:50.552,110.552,92.150
37,14,10,1:51.760,111.76,92.953
37,15,8,1:51.607,111.607,94.087
37,16,27,1:49.072,109.072,98.211
37,17,18,1:49.070,109.07,99.097
37,18,20,1:49.084,109.084,102.830
38,1,16,1:47.647,107.647,
38,2,44,1:47.469,107.469,5.654
38,3,77,1:47.470,107.47,10.650
38,4,63,1:49.330,109.33,1 LAP
38,5,5,1:46.570,106.57,28.144
38,6,7,1:48.753,108.753,1 LAP
38,7,88,1:51.415,111.415,1 LAP
38,8,4,1:49.459,109.459,55.396
38,9,11,1:49.928,109.928,73.648
38,10,23,1:47.954,107.954,80.930
38,11,26,1:49.448,109.448,84.130
38,12,99,1:50.202,110.202,94.705
38,13,3,1:52.727,112.727,96.856
38,14,10,1:51.942,111.942,97.248
38,15,8,1:52.002,112.002,98.442
38,16,27,1:49.244,109.244,99.808
38,17,18,1:49.480,109.48,100.930
38,18,20,1:49.205,109.205,104.388
39,1,16,1:47.944,107.944,
39,2,44,1:47.398,107.398,5.108
39,3,77,1:47.729,107.729,10.435
39,4,63,1:49.676,109.676,1 LAP
39,5,5,1:46.767,106.767,26.967
39,6,7,1:49.903,109.903,1 LAP
39,7,88,1:50.684,110.684,1 LAP
39,8,4,1:49.348,109.348,56.800
39,9,11,1:49.336,109.336,75.040
39,10,23,1:47.824,107.824,80.810
39,11,26,1:49.184,109.184,85.370
39,12,99,1:48.742,108.742,95.503
39,13,10,1:50.045,110.045,99.349
39,14,3,1:52.719,112.719,101.631
39,15,8,1:51.703,111.703,102.201
39,16,27,1:50.613,110.613,102.477
39,17,18,1:50.079,110.079,103.065
39,18,20,1:49.513,109.513,105.957
