lap_no,position,car_no,lap_time,lap_time_sec,gap
9,9,18,1:18.911,78.911,28.705
9,10,99,1:18.871,78.871,30.848
9,11,3,1:20.147,80.147,31.460
9,12,10,1:17.218,77.218,31.882
9,13,8,1:18.843,78.843,37.118
9,14,20,1:19.478,79.478,39.886
9,15,55,1:19.506,79.506,40.958
9,16,7,1:18.786,78.786,52.209
9,17,63,1:37.342,97.342,PIT
9,18,23,1:20.542,80.542,68.822
9,19,88,1:23.995,83.995,68.893
10,1,5,1:16.747,76.747,
10,2,44,1:16.677,76.677,2.385
10,3,16,1:17.162,77.162,6.220
10,4,27,1:18.034,78.034,17.138
10,5,77,1:18.261,78.261,18.971
10,6,33,1:18.186,78.186,19.378
10,7,26,1:18.952,78.952,29.876
10,8,18,1:19.020,79.02,30.978
10,9,11,1:20.242,80.242,31.877
10,10,3,1:18.235,78.235,32.948
10,11,99,1:19.424,79.424,33.525
10,12,10,1:18.694,78.694,33.829
10,13,8,1:19.408,79.408,39.779
10,14,55,1:18.117,78.117,42.328
10,15,20,1:20.206,80.206,43.345
10,16,7,1:18.573,78.573,54.035
10,17,63,1:21.291,81.291,62.688
10,18,23,1:19.286,79.286,71.361
10,19,88,1:21.111,81.111,73.257
11,1,5,1:16.708,76.708,
11,2,44,1:16.867,76.867,2.544
11,3,16,1:17.058,77.058,6.570
11,4,27,1:18.035,78.035,18.465
11,5,77,1:17.671,77.671,19.934
11,6,33,1:17.821,77.821,20.491
11,7,26,1:19.020,79.02,32.188
11,8,18,1:18.962,78.962,33.232
11,9,3,1:18.258,78.258,34.498
11,10,10,1:19.422,79.422,36.543
11,11,99,1:20.138,80.138,36.955
11,12,8,1:18.909,78.909,41.980
11,13,55,1:18.741,78.741,44.361
11,14,20,1:20.439,80.439,47.076
11,15,11,1:35.697,95.697,PIT
11,16,7,1:18.485,78.485,55.812
11,17,63,1:19.130,79.13,65.110
11,18,23,1:18.538,78.538,73.191
11,19,88,1:20.420,80.42,76.969
12,1,5,1:17.277,77.277,
12,2,44,1:16.771,76.771,2.038
12,3,16,1:17.108,77.108,6.401
12,4,27,1:17.719,77.719,18.907
12,5,77,1:17.579,77.579,20.236
12,6,33,1:17.559,77.559,20.773
12,7,3,1:17.697,77.697,34.918
12,8,18,1:19.658,79.658,35.613
12,9,10,1:18.148,78.148,37.414
12,10,99,1:19.202,79.202,38.880
12,11,8,1:18.599,78.599,43.302
12,12,55,1:18.294,78.294,45.378
12,13,26,1:34.409,94.409,PIT
12,14,20,1:20.234,80.234,50.033
12,15,11,1:19.740,79.74,53.329
12,16,7,1:18.486,78.486,57.021
12,17,63,1:18.812,78.812,66.645
12,18,23,1:18.086,78.086,74.000
13,1,5,1:16.878,76.878,
13,2,44,1:17.443,77.443,2.603
13,3,88,1:21.413,81.413,1 LAP
13,4,16,1:16.874,76.874,6.397
13,5,27,1:17.192,77.192,19.221
13,6,77,1:17.528,77.528,20.886
13,7,33,1:17.548,77.548,21.443
13,8,3,1:17.759,77.759,35.799
13,9,18,1:18.760,78.76,37.495
13,10,10,1:18.098,78.098,38.634
13,11,99,1:18.652,78.652,40.654
13,12,8,1:18.906,78.906,45.330
13,13,55,1:18.271,78.271,46.771
13,14,20,1:20.400,80.4,53.555
13,15,26,1:21.169,81.169,53.611
13,16,11,1:18.455,78.455,54.906
13,17,7,1:18.335,78.335,58.478
13,18,63,1:18.989,78.989,68.756
13,19,23,1:18.648,78.648,75.770
14,1,5,1:16.994,76.994,
14,2,44,1:17.157,77.157,2.766
14,3,16,1:17.550,77.55,6.953
14,4,88,1:21.029,81.029,1 LAP
14,5,27,1:17.717,77.717,19.944
14,6,77,1:17.235,77.235,21.127
14,7,33,1:17.348,77.348,21.797
14,8,3,1:16.842,76.842,35.647
14,9,18,1:18.151,78.151,38.652
14,10,10,1:17.439,77.439,39.079
14,11,99,1:18.383,78.383,42.043
14,12,8,1:18.592,78.592,46.928
14,13,55,1:18.240,78.24,48.017
14,14,26,1:18.556,78.556,55.173
14,15,11,1:18.761,78.761,56.673
14,16,20,1:21.747,81.747,58.308
14,17,7,1:18.039,78.039,59.523
14,18,63,1:18.719,78.719,70.481
15,1,5,1:16.967,76.967,
15,2,23,1:19.782,79.782,1 LAP
15,3,44,1:16.696,76.696,2.495
15,4,16,1:16.716,76.716,6.702
15,5,88,1:19.679,79.679,1 LAP
15,6,27,1:17.150,77.15,20.127
15,7,77,1:17.384,77.384,21.544
15,8,33,1:17.344,77.344,22.174
15,9,3,1:17.200,77.2,35.880
15,10,18,1:18.126,78.126,39.811
15,11,10,1:18.164,78.164,40.276
15,12,99,1:18.262,78.262,43.338
15,13,8,1:18.424,78.424,48.385
15,14,55,1:17.711,77.711,48.761
15,15,26,1:18.507,78.507,56.713
15,16,11,1:18.298,78.298,58.004
15,17,7,1:18.292,78.292,60.848
15,18,20,1:20.405,80.405,61.746
15,19,63,1:18.877,78.877,72.391
16,1,5,1:16.799,76.799,
16,2,44,1:16.654,76.654,2.350
16,3,23,1:20.417,80.417,1 LAP
16,4,16,1:16.854,76.854,6.757
16,5,88,1:19.741,79.741,1 LAP
16,6,77,1:17.342,77.342,22.087
16,7,33,1:17.398,77.398,22.773
16,8,3,1:16.976,76.976,36.057
16,9,27,1:33.666,93.666,PIT
16,10,18,1:17.800,77.8,40.812
16,11,10,1:17.847,77.847,41.324
16,12,99,1:18.284,78.284,44.823
16,13,55,1:17.670,77.67,49.632
16,14,8,1:19.012,79.012,50.598
16,15,26,1:18.217,78.217,58.131
16,16,11,1:18.377,78.377,59.582
16,17,7,1:18.757,78.757,62.806
16,18,20,1:19.689,79.689,64.636
16,19,63,1:18.870,78.87,74.462
17,1,5,1:16.654,76.654,
17,2,44,1:16.753,76.753,2.449
17,3,16,1:16.533,76.533,6.636
17,4,23,1:19.632,79.632,1 LAP
17,5,88,1:19.573,79.573,1 LAP
17,6,77,1:17.082,77.082,22.515
17,7,33,1:17.069,77.069,23.188
17,8,3,1:17.508,77.508,36.911
17,9,27,1:20.076,80.076,40.416
17,10,18,1:17.947,77.947,42.105
17,11,10,1:18.019,78.019,42.689
17,12,99,1:18.038,78.038,46.207
17,13,55,1:17.826,77.826,50.804
17,14,8,1:18.868,78.868,52.812
17,15,26,1:17.977,77.977,59.454
17,16,11,1:17.719,77.719,60.647
17,17,7,1:18.232,78.232,64.384
17,18,20,1:19.747,79.747,67.729
18,1,5,1:17.226,77.226,
18,2,63,1:21.207,81.207,1 LAP
18,3,44,1:16.604,76.604,1.827
18,4,16,1:16.682,76.682,6.092
18,5,23,1:18.440,78.44,1 LAP
18,6,88,1:19.732,79.732,1 LAP
18,7,77,1:17.116,77.116,22.405
18,8,33,1:17.056,77.056,23.018
18,9,3,1:17.051,77.051,36.736
18,10,27,1:17.376,77.376,40.566
18,11,18,1:17.906,77.906,42.785
18,12,10,1:18.057,78.057,43.520
18,13,99,1:18.157,78.157,47.138
18,14,55,1:17.704,77.704,51.282
18,15,8,1:18.495,78.495,54.081
18,16,26,1:17.912,77.912,60.140
18,17,11,1:17.989,77.989,61.410
18,18,7,1:17.724,77.724,64.882
18,19,20,1:19.457,79.457,69.960
19,1,5,1:16.730,76.73,
19,2,44,1:17.010,77.01,2.107
19,3,63,1:20.043,80.043,1 LAP
19,4,16,1:16.760,76.76,6.122
19,5,23,1:18.168,78.168,1 LAP
19,6,77,1:17.094,77.094,22.769
19,7,88,1:20.976,80.976,1 LAP
19,8,33,1:17.525,77.525,23.813
19,9,3,1:17.093,77.093,37.099
19,10,27,1:16.707,76.707,40.543
19,11,18,1:17.508,77.508,43.563
19,12,10,1:17.483,77.483,44.273
19,13,99,1:17.805,77.805,48.213
19,14,55,1:17.698,77.698,52.250
19,15,8,1:18.299,78.299,55.650
19,16,26,1:17.803,77.803,61.213
19,17,11,1:17.710,77.71,62.390
19,18,7,1:17.820,77.82,65.972
19,19,20,1:19.491,79.491,72.721
20,1,5,1:16.813,76.813,
20,2,44,1:17.168,77.168,2.462
20,3,16,1:16.951,76.951,6.260
20,4,63,1:20.511,80.511,1 LAP
20,5,23,1:18.181,78.181,1 LAP
20,6,77,1:16.923,76.923,22.879
20,7,33,1:17.926,77.926,24.926
20,8,88,1:20.736,80.736,1 LAP
20,9,3,1:17.062,77.062,37.348
20,10,27,1:16.998,76.998,40.728
20,11,18,1:17.450,77.45,44.200
20,12,10,1:17.879,77.879,45.339
20,13,99,1:17.713,77.713,49.113
20,14,55,1:17.571,77.571,53.008
20,15,8,1:17.987,77.987,56.824
20,16,26,1:17.839,77.839,62.239
20,17,11,1:17.776,77.776,63.353
20,18,7,1:17.859,77.859,67.018
20,19,20,1:19.221,79.221,75.129
21,1,5,1:17.242,77.242,
21,2,44,1:16.985,76.985,2.205
21,3,16,1:16.515,76.515,5.533
21,4,63,1:18.652,78.652,1 LAP
21,5,23,1:17.981,77.981,1 LAP
21,6,77,1:16.895,76.895,22.532
21,7,33,1:16.849,76.849,24.533
21,8,88,1:19.606,79.606,1 LAP
21,9,3,1:16.919,76.919,37.025
21,10,27,1:17.456,77.456,40.942
21,11,18,1:17.354,77.354,44.312
21,12,10,1:17.947,77.947,46.044
21,13,99,1:17.842,77.842,49.713
21,14,55,1:17.262,77.262,53.028
21,15,8,1:18.167,78.167,57.749
21,16,26,1:17.427,77.427,62.424
21,17,11,1:17.556,77.556,63.667
21,18,7,1:17.808,77.808,67.584
22,1,5,1:17.270,77.27,
22,2,20,1:21.005,81.005,1 LAP
22,3,44,1:16.952,76.952,1.887
22,4,16,1:16.727,76.727,4.990
22,5,63,1:18.715,78.715,1 LAP
22,6,23,1:17.750,77.75,1 LAP
22,7,77,1:16.886,76.886,22.148
22,8,33,1:16.812,76.812,24.075
22,9,88,1:19.140,79.14,1 LAP
22,10,3,1:16.867,76.867,36.622
22,11,27,1:17.648,77.648,41.320
22,12,18,1:17.278,77.278,44.320
22,13,10,1:17.734,77.734,46.508
22,14,99,1:17.914,77.914,50.357
22,15,55,1:17.486,77.486,53.244
22,16,8,1:18.039,78.039,58.518
22,17,26,1:17.320,77.32,62.474
22,18,11,1:17.318,77.318,63.715
22,19,7,1:17.696,77.696,68.010
23,1,5,1:16.833,76.833,
23,2,44,1:16.913,76.913,1.967
23,3,16,1:16.595,76.595,4.752
23,4,20,1:21.078,81.078,1 LAP
23,5,63,1:18.464,78.464,1 LAP
23,6,23,1:18.135,78.135,1 LAP
23,7,77,1:16.710,76.71,22.025
23,8,33,1:17.047,77.047,24.289
23,9,88,1:18.937,78.937,1 LAP
23,10,3,1:16.928,76.928,36.717
23,11,27,1:17.912,77.912,42.399
23,12,18,1:17.522,77.522,45.009
23,13,10,1:17.578,77.578,47.253
23,14,99,1:17.843,77.843,51.367
23,15,55,1:17.401,77.401,53.812
23,16,8,1:18.090,78.09,59.775
23,17,26,1:17.661,77.661,63.302
23,18,11,1:17.543,77.543,64.425
23,19,7,1:17.780,77.78,68.957
24,1,5,1:17.158,77.158,
24,2,44,1:16.846,76.846,1.655
24,3,16,1:16.816,76.816,4.410
24,4,20,1:19.193,79.193,1 LAP
24,5,63,1:18.891,78.891,1 LAP
24,6,23,1:18.094,78.094,1 LAP
24,7,77,1:16.764,76.764,21.631
24,8,33,1:16.531,76.531,23.662
24,9,88,1:19.165,79.165,1 LAP
24,10,3,1:17.174,77.174,36.733
24,11,27,1:17.105,77.105,42.346
24,12,18,1:17.387,77.387,45.238
24,13,10,1:17.474,77.474,47.569
24,14,99,1:17.962,77.962,52.171
24,15,55,1:17.313,77.313,53.967
24,16,8,1:18.759,78.759,61.376
24,17,26,1:17.744,77.744,63.888
24,18,11,1:18.462,78.462,65.729
24,19,7,1:17.643,77.643,69.442
25,1,5,1:16.925,76.925,
25,2,44,1:16.991,76.991,1.721
25,3,16,1:16.980,76.98,4.465
25,4,20,1:18.475,78.475,1 LAP
25,5,63,1:18.821,78.821,1 LAP
25,6,23,1:18.735,78.735,1 LAP
25,7,77,1:16.795,76.795,21.501
25,8,33,1:16.749,76.749,23.486
25,9,3,1:17.869,77.869,37.677
25,10,88,1:20.808,80.808,1 LAP
25,11,27,1:17.409,77.409,42.830
25,12,18,1:17.325,77.325,45.638
25,13,10,1:17.259,77.259,47.903
25,14,99,1:17.759,77.759,53.005
25,15,55,1:17.482,77.482,54.524
25,16,8,1:18.193,78.193,62.644
25,17,26,1:17.773,77.773,64.736
25,18,11,1:17.998,77.998,66.802
25,19,7,1:17.781,77.781,70.298
26,1,44,1:17.239,77.239,
26,2,16,1:16.784,76.784,2.289
26,3,20,1:18.896,78.896,1 LAP
26,4,5,1:33.538,93.538,PIT
26,5,23,1:19.330,79.33,1 LAP
26,6,63,1:21.292,81.292,1 LAP
26,7,77,1:16.847,76.847,19.388
26,8,33,1:16.822,76.822,21.348
26,9,3,1:16.840,76.84,35.557
26,10,88,1:19.856,79.856,1 LAP
26,11,27,1:17.099,77.099,40.969
26,12,18,1:17.394,77.394,44.072
26,13,10,1:17.546,77.546,46.489
26,14,99,1:17.602,77.602,51.647
26,15,55,1:17.562,77.562,53.126
26,16,8,1:18.244,78.244,61.928
26,17,26,1:17.482,77.482,63.258
26,18,11,1:17.869,77.869,65.711
26,19,7,1:18.210,78.21,69.548
27,1,44,1:17.255,77.255,
27,2,16,1:17.277,77.277,2.311
27,3,20,1:18.638,78.638,1 LAP
27,4,5,1:18.567,78.567,15.890
27,5,77,1:16.748,76.748,18.881
27,6,23,1:19.791,79.791,1 LAP
27,7,33,1:17.349,77.349,21.442
27,8,63,1:21.108,81.108,1 LAP
27,9,3,1:16.868,76.868,35.170
27,10,27,1:17.759,77.759,41.473
27,11,18,1:17.237,77.237,44.054
27,12,88,1:21.595,81.595,1 LAP
27,13,10,1:17.244,77.244,46.478
27,14,55,1:17.536,77.536,53.407
27,15,99,1:26.411,86.411,60.803
27,16,26,1:17.090,77.09,63.093
27,17,8,1:19.092,79.092,63.765
27,18,11,1:17.748,77.748,66.204
27,19,7,1:17.503,77.503,69.796
28,1,16,1:16.941,76.941,
28,2,20,1:18.530,78.53,1 LAP
28,3,5,1:15.333,75.333,11.971
28,4,44,1:33.606,93.606,PIT
28,5,77,1:17.008,77.008,16.637
28,6,33,1:17.092,77.092,19.282
28,7,23,1:20.303,80.303,1 LAP
28,8,63,1:18.495,78.495,1 LAP
28,9,3,1:16.794,76.794,32.712
28,10,27,1:17.170,77.17,39.391
28,11,18,1:17.311,77.311,42.113
28,12,10,1:17.477,77.477,44.703
28,13,88,1:20.142,80.142,1 LAP
28,14,55,1:17.503,77.503,51.658
28,15,99,1:18.071,78.071,59.622
28,16,26,1:17.718,77.718,61.559
28,17,8,1:18.949,78.949,63.462
28,18,11,1:18.009,78.009,64.961
28,19,7,1:18.044,78.044,68.588
29,1,16,1:16.892,76.892,
29,2,5,1:15.784,75.784,10.863
29,3,20,1:19.595,79.595,1 LAP
29,4,44,1:18.372,78.372,15.834
29,5,77,1:17.642,77.642,17.387
29,6,33,1:16.845,76.845,19.235
29,7,23,1:17.886,77.886,1 LAP
29,8,63,1:18.755,78.755,1 LAP
29,9,3,1:16.869,76.869,32.689
29,10,27,1:16.730,76.73,39.229
29,11,18,1:17.057,77.057,42.278
29,12,10,1:16.878,76.878,44.689
29,13,88,1:19.430,79.43,1 LAP
29,14,55,1:18.862,78.862,53.628
29,15,99,1:17.755,77.755,60.485
29,16,26,1:17.719,77.719,62.386
29,17,8,1:18.256,78.256,64.826
29,18,11,1:17.196,77.196,65.265
29,19,7,1:17.805,77.805,69.501
30,1,16,1:17.036,77.036,
30,2,5,1:15.827,75.827,9.654
30,3,44,1:15.742,75.742,14.540
30,4,20,1:19.926,79.926,1 LAP
30,5,33,1:16.679,76.679,18.878
30,6,23,1:17.806,77.806,1 LAP
30,7,63,1:18.342,78.342,1 LAP
30,8,3,1:16.982,76.982,32.635
30,9,77,1:33.553,93.553,PIT
30,10,27,1:16.800,76.8,38.993
30,11,18,1:17.102,77.102,42.344
30,12,10,1:17.296,77.296,44.949
30,13,88,1:18.824,78.824,1 LAP
30,14,55,1:17.462,77.462,54.054
30,15,99,1:17.849,77.849,61.298
30,16,26,1:17.452,77.452,62.802
30,17,8,1:18.264,78.264,66.054
30,18,11,1:18.246,78.246,66.475
30,19,7,1:17.617,77.617,70.082
31,1,16,1:17.360,77.36,
31,2,5,1:15.959,75.959,8.253
31,3,44,1:15.602,75.602,12.782
31,4,20,1:19.291,79.291,1 LAP
31,5,33,1:17.175,77.175,18.693
31,6,23,1:17.905,77.905,1 LAP
31,7,63,1:18.364,78.364,1 LAP
31,8,3,1:17.223,77.223,32.498
31,9,77,1:18.106,78.106,34.650
31,10,27,1:17.807,77.807,39.440
31,11,18,1:17.232,77.232,42.216
31,12,10,1:17.514,77.514,45.103
31,13,88,1:19.435,79.435,1 LAP
31,14,55,1:17.247,77.247,53.941
31,15,99,1:18.099,78.099,62.037
31,16,26,1:16.925,76.925,62.367
31,17,8,1:18.722,78.722,67.416
31,18,11,1:18.494,78.494,67.609
31,19,7,1:17.869,77.869,70.591
32,1,16,1:17.153,77.153,
32,2,5,1:15.911,75.911,7.011
32,3,44,1:15.534,75.534,11.163
32,4,33,1:17.188,77.188,18.728
32,5,20,1:20.100,80.1,1 LAP
32,6,23,1:17.534,77.534,1 LAP
32,7,63,1:18.021,78.021,1 LAP
32,8,3,1:16.915,76.915,32.260
32,9,77,1:15.689,75.689,33.186
32,10,27,1:16.855,76.855,39.142
32,11,18,1:17.078,77.078,42.141
32,12,10,1:16.955,76.955,44.905
32,13,55,1:17.842,77.842,54.630
32,14,88,1:20.285,80.285,1 LAP
32,15,26,1:17.689,77.689,62.903
32,16,99,1:18.664,78.664,63.548
32,17,11,1:18.342,78.342,68.798
32,18,8,1:20.131,80.131,70.394
32,19,7,1:17.889,77.889,71.327
33,1,5,1:15.909,75.909,
33,2,44,1:15.471,75.471,3.714
33,3,16,1:33.611,93.611,PIT
33,4,33,1:16.568,76.568,12.376
33,5,20,1:18.399,78.399,1 LAP
33,6,23,1:17.673,77.673,1 LAP
33,7,63,1:18.076,78.076,1 LAP
33,8,3,1:16.675,76.675,26.015
33,9,77,1:16.106,76.106,26.372
33,10,27,1:16.870,76.87,33.092
33,11,18,1:17.035,77.035,36.256
33,12,10,1:16.817,76.817,38.802
33,13,55,1:16.928,76.928,48.638
33,14,88,1:19.601,79.601,1 LAP
33,15,26,1:18.266,78.266,58.249
33,16,11,1:17.685,77.685,63.563
33,17,8,1:18.981,78.981,66.455
33,18,7,1:18.349,78.349,66.756
33,19,99,1:35.209,95.209,PIT
34,1,5,1:15.849,75.849,
34,2,44,1:15.234,75.234,3.099
34,3,33,1:16.948,76.948,13.475
34,4,16,1:19.663,79.663,14.505
34,5,20,1:18.504,78.504,1 LAP
34,6,23,1:17.486,77.486,1 LAP
34,7,63,1:18.232,78.232,1 LAP
34,8,3,1:17.338,77.338,27.504
34,9,77,1:17.309,77.309,27.832
34,10,27,1:16.767,76.767,34.010
34,11,18,1:17.005,77.005,37.412
34,12,10,1:16.569,76.569,39.522
34,13,55,1:16.842,76.842,49.631
34,14,88,1:19.092,79.092,1 LAP
34,15,26,1:17.442,77.442,59.842
34,16,11,1:17.269,77.269,64.983
34,17,7,1:18.866,78.866,69.773
35,1,5,1:16.267,76.267,
35,2,44,1:16.087,76.087,2.919
35,3,99,1:21.552,81.552,1 LAP
35,4,8,1:35.392,95.392,PIT
35,5,16,1:15.424,75.424,13.662
35,6,33,1:17.117,77.117,14.325
35,7,20,1:18.523,78.523,1 LAP
35,8,23,1:17.927,77.927,1 LAP
35,9,63,1:18.267,78.267,1 LAP
35,10,3,1:17.190,77.19,28.427
35,11,77,1:17.368,77.368,28.933
35,12,27,1:16.853,76.853,34.596
35,13,18,1:17.310,77.31,38.455
35,14,10,1:16.792,76.792,40.047
35,15,55,1:16.747,76.747,50.111
35,16,88,1:18.926,78.926,1 LAP
35,17,26,1:17.027,77.027,60.602
35,18,11,1:17.015,77.015,65.731
35,19,7,1:17.439,77.439,70.945
36,1,5,1:15.904,75.904,
36,2,44,1:15.405,75.405,2.420
36,3,99,1:17.758,77.758,1 LAP
36,4,16,1:15.554,75.554,13.312
36,5,33,1:17.299,77.299,15.720
36,6,8,1:23.575,83.575,1 LAP
36,7,20,1:18.233,78.233,1 LAP
36,8,23,1:17.450,77.45,1 LAP
36,9,3,1:17.067,77.067,29.590
36,10,77,1:17.463,77.463,30.492
36,11,63,1:20.365,80.365,1 LAP
36,12,27,1:16.725,76.725,35.417
36,13,18,1:17.092,77.092,39.643
36,14,10,1:16.869,76.869,41.012
36,15,55,1:16.885,76.885,51.092
36,16,88,1:18.693,78.693,1 LAP
36,17,26,1:17.023,77.023,61.721
36,18,11,1:16.899,76.899,66.726
36,19,7,1:17.846,77.846,72.887
37,1,5,1:15.724,75.724,
37,2,44,1:15.282,75.282,1.978
37,3,99,1:17.371,77.371,1 LAP
37,4,16,1:15.372,75.372,12.960
37,5,33,1:16.414,76.414,16.410
37,6,8,1:17.260,77.26,1 LAP
37,7,20,1:18.006,78.006,1 LAP
37,8,23,1:17.915,77.915,1 LAP
