lap_no,position,car_no,lap_time,lap_time_sec,gap
4,8,55,1:25.858,85.858,10.461
4,9,99,1:26.073,86.073,11.513
4,10,20,1:26.242,86.242,12.215
4,11,23,1:26.238,86.238,12.851
4,12,26,1:26.331,86.331,13.470
4,13,10,1:27.121,87.121,15.024
4,14,88,1:28.618,88.618,18.641
4,15,11,1:28.126,88.126,19.142
4,16,63,1:29.196,89.196,19.668
4,17,8,1:28.378,88.378,20.129
4,18,4,1:28.173,88.173,20.566
4,19,7,1:28.612,88.612,21.081
4,20,33,1:24.662,84.662,40.051
5,1,16,1:24.907,84.907,
5,2,44,1:25.234,85.234,1.539
5,3,77,1:25.315,85.315,2.618
5,4,5,1:25.118,85.118,3.583
5,5,3,1:25.345,85.345,7.344
5,6,27,1:26.743,86.743,8.375
5,7,18,1:26.050,86.05,9.696
5,8,55,1:25.728,85.728,11.282
5,9,99,1:25.903,85.903,12.509
5,10,20,1:26.450,86.45,13.758
5,11,23,1:26.252,86.252,14.196
5,12,26,1:26.412,86.412,14.975
5,13,10,1:26.515,86.515,16.632
5,14,11,1:26.524,86.524,20.759
5,15,88,1:28.747,88.747,22.481
5,16,8,1:27.653,87.653,22.875
5,17,4,1:28.004,88.004,23.663
5,18,63,1:29.715,89.715,24.476
5,19,7,1:28.658,88.658,24.832
5,20,33,1:24.579,84.579,39.723
6,1,16,1:24.900,84.9,
6,2,44,1:24.713,84.713,1.352
6,3,77,1:24.999,84.999,2.717
6,4,3,1:26.246,86.246,8.690
6,5,27,1:26.331,86.331,9.806
6,6,55,1:26.850,86.85,13.232
6,7,99,1:28.212,88.212,15.821
6,8,20,1:28.303,88.303,17.161
6,9,23,1:28.691,88.691,17.987
6,10,26,1:28.300,88.3,18.375
6,11,11,1:27.290,87.29,23.149
6,12,18,1:39.281,99.281,24.077
6,13,8,1:27.510,87.51,25.485
6,14,10,1:34.294,94.294,26.026
6,15,88,1:29.079,89.079,26.660
6,16,4,1:27.996,87.996,26.759
6,17,7,1:27.787,87.787,27.719
6,18,63,1:29.352,89.352,28.928
6,19,5,1:51.038,111.038,PIT
6,20,33,1:25.029,85.029,39.852
7,1,16,1:25.062,85.062,
7,2,44,1:24.915,84.915,1.205
7,3,77,1:25.063,85.063,2.718
7,4,3,1:26.043,86.043,9.671
7,5,27,1:26.090,86.09,10.834
7,6,55,1:25.745,85.745,13.915
7,7,99,1:25.907,85.907,16.666
7,8,20,1:26.476,86.476,18.575
7,9,23,1:26.249,86.249,19.174
7,10,26,1:26.374,86.374,19.687
7,11,11,1:25.606,85.606,23.693
7,12,18,1:26.753,86.753,25.768
7,13,10,1:27.838,87.838,28.802
7,14,4,1:27.731,87.731,29.428
7,15,88,1:29.061,89.061,30.659
7,16,7,1:28.554,88.554,31.211
7,17,63,1:28.102,88.102,31.968
7,18,33,1:24.798,84.798,39.588
7,19,8,1:40.634,100.634,PIT
7,20,5,1:54.863,114.863,59.522
8,1,16,1:25.024,85.024,
8,2,44,1:24.892,84.892,1.073
8,3,77,1:25.210,85.21,2.904
8,4,3,1:25.887,85.887,10.534
8,5,27,1:26.133,86.133,11.943
8,6,55,1:25.828,85.828,14.719
8,7,99,1:25.769,85.769,17.411
8,8,23,1:26.492,86.492,20.642
8,9,20,1:28.385,88.385,21.936
8,10,26,1:27.591,87.591,22.254
8,11,11,1:25.718,85.718,24.387
8,12,18,1:26.441,86.441,27.185
8,13,4,1:26.333,86.333,30.737
8,14,10,1:27.868,87.868,31.646
8,15,88,1:28.457,88.457,34.092
8,16,7,1:28.326,88.326,34.513
8,17,63,1:27.933,87.933,34.877
8,18,33,1:25.019,85.019,39.583
8,19,5,1:25.412,85.412,59.910
8,20,8,1:49.760,109.76,65.793
9,1,16,1:24.987,84.987,
9,2,44,1:25.122,85.122,1.208
9,3,77,1:24.941,84.941,2.858
9,4,3,1:25.907,85.907,11.454
9,5,27,1:26.024,86.024,12.980
9,6,55,1:26.042,86.042,15.774
9,7,99,1:25.911,85.911,18.335
9,8,23,1:26.011,86.011,21.666
9,9,26,1:25.931,85.931,23.198
9,10,20,1:27.726,87.726,24.675
9,11,11,1:26.187,86.187,25.587
9,12,18,1:26.362,86.362,28.560
9,13,4,1:26.309,86.309,32.059
9,14,10,1:26.593,86.593,33.252
9,15,7,1:26.205,86.205,35.731
9,16,88,1:28.930,88.93,38.035
9,17,63,1:28.485,88.485,38.375
9,18,33,1:25.075,85.075,39.671
9,19,5,1:25.085,85.085,60.008
9,20,8,1:26.366,86.366,67.172
10,1,16,1:25.010,85.01,
10,2,44,1:24.857,84.857,1.055
10,3,77,1:24.642,84.642,2.490
10,4,3,1:25.695,85.695,12.139
10,5,27,1:25.934,85.934,13.904
10,6,55,1:25.637,85.637,16.401
10,7,99,1:26.052,86.052,19.377
10,8,23,1:25.555,85.555,22.211
10,9,26,1:26.005,86.005,24.193
10,10,20,1:26.791,86.791,26.456
10,11,11,1:26.563,86.563,27.140
10,12,18,1:26.084,86.084,29.634
10,13,4,1:26.282,86.282,33.331
10,14,10,1:26.083,86.083,34.325
10,15,7,1:26.406,86.406,37.127
10,16,63,1:26.844,86.844,40.209
10,17,33,1:26.396,86.396,41.057
10,18,88,1:29.432,89.432,42.457
10,19,5,1:24.982,84.982,59.980
10,20,8,1:26.394,86.394,68.556
11,1,16,1:24.926,84.926,
11,2,44,1:24.999,84.999,1.128
11,3,77,1:24.818,84.818,2.382
11,4,3,1:25.686,85.686,12.899
11,5,27,1:25.681,85.681,14.659
11,6,55,1:25.879,85.879,17.354
11,7,99,1:26.148,86.148,20.599
11,8,23,1:25.724,85.724,23.009
11,9,26,1:25.996,85.996,25.263
11,10,20,1:27.387,87.387,28.917
11,11,11,1:27.438,87.438,29.652
11,12,18,1:26.703,86.703,31.411
11,13,4,1:26.307,86.307,34.712
11,14,10,1:26.331,86.331,35.730
11,15,7,1:26.825,86.825,39.026
11,16,33,1:26.283,86.283,42.414
11,17,63,1:28.076,88.076,43.359
11,18,88,1:28.305,88.305,45.836
11,19,5,1:24.854,84.854,59.908
11,20,8,1:26.225,86.225,69.855
12,1,16,1:24.682,84.682,
12,2,44,1:24.814,84.814,1.260
12,3,77,1:24.973,84.973,2.673
12,4,3,1:25.705,85.705,13.922
12,5,27,1:25.713,85.713,15.690
12,6,55,1:26.004,86.004,18.676
12,7,99,1:26.126,86.126,22.043
12,8,23,1:25.387,85.387,23.714
12,9,26,1:25.899,85.899,26.480
12,10,20,1:27.161,87.161,31.396
12,11,11,1:27.376,87.376,32.346
12,12,18,1:26.451,86.451,33.180
12,13,4,1:25.953,85.953,35.983
12,14,10,1:25.695,85.695,36.743
12,15,7,1:26.243,86.243,40.587
12,16,33,1:24.988,84.988,42.720
12,17,63,1:26.580,86.58,45.257
12,18,88,1:27.788,87.788,48.942
12,19,5,1:29.446,89.446,PIT
12,20,8,1:26.465,86.465,71.638
13,1,16,1:24.907,84.907,
13,2,44,1:25.021,85.021,1.374
13,3,77,1:24.971,84.971,2.737
13,4,3,1:25.558,85.558,14.573
13,5,27,1:25.721,85.721,16.504
13,6,55,1:25.841,85.841,19.610
13,7,99,1:26.038,86.038,23.174
13,8,23,1:25.600,85.6,24.407
13,9,26,1:25.968,85.968,27.541
13,10,20,1:26.775,86.775,33.264
13,11,11,1:26.839,86.839,34.278
13,12,18,1:26.869,86.869,35.142
13,13,4,1:25.910,85.91,36.986
13,14,10,1:26.329,86.329,38.165
13,15,7,1:26.672,86.672,42.352
13,16,33,1:25.412,85.412,43.225
13,17,63,1:27.045,87.045,47.395
13,18,88,1:27.997,87.997,52.032
13,19,8,1:27.981,87.981,74.712
14,1,16,1:24.975,84.975,
14,2,44,1:25.156,85.156,1.555
14,3,77,1:25.193,85.193,2.955
14,4,5,1:52.766,112.766,1 LAP
14,5,3,1:25.509,85.509,15.107
14,6,27,1:25.806,85.806,17.335
14,7,55,1:25.944,85.944,20.579
14,8,99,1:26.491,86.491,24.690
14,9,23,1:25.846,85.846,25.278
14,10,26,1:26.087,86.087,28.653
14,11,20,1:26.562,86.562,34.851
14,12,11,1:26.626,86.626,35.929
14,13,18,1:26.872,86.872,37.039
14,14,4,1:26.391,86.391,38.402
14,15,10,1:26.505,86.505,39.695
14,16,7,1:26.477,86.477,43.854
14,17,33,1:25.809,85.809,44.059
14,18,63,1:26.899,86.899,49.319
14,19,88,1:27.748,87.748,54.805
14,20,8,1:26.735,86.735,76.472
15,1,16,1:24.938,84.938,
15,2,44,1:24.972,84.972,1.589
15,3,77,1:25.284,85.284,3.301
15,4,5,1:25.070,85.07,1 LAP
15,5,3,1:25.536,85.536,15.705
15,6,27,1:25.671,85.671,18.068
15,7,55,1:26.235,86.235,21.876
15,8,23,1:25.212,85.212,25.552
15,9,99,1:27.033,87.033,26.785
15,10,26,1:25.836,85.836,29.551
15,11,20,1:26.469,86.469,36.382
15,12,11,1:26.229,86.229,37.220
15,13,4,1:26.470,86.47,39.934
15,14,10,1:26.575,86.575,41.332
15,15,18,1:31.280,91.28,PIT
15,16,33,1:25.126,85.126,44.247
15,17,7,1:27.418,87.418,46.334
15,18,63,1:27.121,87.121,51.502
15,19,88,1:27.907,87.907,57.774
15,20,8,1:26.948,86.948,78.482
16,1,16,1:24.896,84.896,
16,2,44,1:24.769,84.769,1.462
16,3,77,1:25.069,85.069,3.474
16,4,5,1:25.179,85.179,1 LAP
16,5,3,1:25.426,85.426,16.235
16,6,27,1:25.539,85.539,18.711
16,7,55,1:25.862,85.862,22.842
16,8,23,1:25.594,85.594,26.250
16,9,99,1:26.550,86.55,28.439
16,10,26,1:25.936,85.936,30.591
16,11,20,1:26.225,86.225,37.711
16,12,11,1:26.216,86.216,38.540
16,13,4,1:26.046,86.046,41.084
16,14,10,1:26.055,86.055,42.491
16,15,33,1:24.852,84.852,44.203
16,16,7,1:26.451,86.451,47.889
16,17,63,1:26.909,86.909,53.515
16,18,18,1:41.299,101.299,59.784
16,19,88,1:28.537,88.537,61.415
16,20,8,1:26.396,86.396,79.982
17,1,16,1:24.935,84.935,
17,2,44,1:24.888,84.888,1.415
17,3,77,1:24.673,84.673,3.212
17,4,5,1:25.088,85.088,1 LAP
17,5,3,1:25.498,85.498,16.798
17,6,27,1:25.565,85.565,19.341
17,7,55,1:26.043,86.043,23.950
17,8,23,1:25.625,85.625,26.940
17,9,99,1:26.099,86.099,29.603
17,10,26,1:26.045,86.045,31.701
17,11,20,1:26.322,86.322,39.098
17,12,11,1:26.499,86.499,40.104
17,13,4,1:26.102,86.102,42.251
17,14,10,1:26.155,86.155,43.711
17,15,33,1:25.016,85.016,44.284
17,16,7,1:26.510,86.51,49.464
17,17,63,1:26.613,86.613,55.193
17,18,18,1:26.183,86.183,61.032
17,19,88,1:27.826,87.826,64.306
17,20,8,1:26.583,86.583,81.630
18,1,16,1:24.900,84.9,
18,2,44,1:25.041,85.041,1.556
18,3,77,1:24.915,84.915,3.227
18,4,5,1:25.610,85.61,1 LAP
18,5,3,1:25.327,85.327,17.225
18,6,27,1:25.790,85.79,20.231
18,7,55,1:26.190,86.19,25.240
18,8,23,1:25.958,85.958,27.998
18,9,99,1:26.292,86.292,30.995
18,10,26,1:26.046,86.046,32.847
18,11,20,1:26.377,86.377,40.575
18,12,11,1:26.162,86.162,41.366
18,13,4,1:26.181,86.181,43.532
18,14,33,1:25.153,85.153,44.537
18,15,10,1:27.272,87.272,46.083
18,16,7,1:26.831,86.831,51.395
18,17,63,1:26.961,86.961,57.254
18,18,18,1:26.007,86.007,62.139
18,19,88,1:27.628,87.628,67.034
18,20,8,1:26.813,86.813,83.543
19,1,16,1:25.289,85.289,
19,2,77,1:24.989,84.989,2.927
19,3,44,1:29.456,89.456,PIT
19,4,5,1:24.924,84.924,1 LAP
19,5,3,1:25.803,85.803,17.739
19,6,27,1:25.585,85.585,20.527
19,7,55,1:26.081,86.081,26.032
19,8,23,1:25.528,85.528,28.237
19,9,99,1:26.107,86.107,31.813
19,10,26,1:25.772,85.772,33.330
19,11,20,1:26.287,86.287,41.573
19,12,11,1:26.136,86.136,42.213
19,13,4,1:25.877,85.877,44.120
19,14,33,1:25.508,85.508,44.756
19,15,10,1:26.253,86.253,47.047
19,16,7,1:31.093,91.093,PIT
19,17,63,1:26.841,86.841,58.806
19,18,18,1:26.240,86.24,63.090
19,19,88,1:27.707,87.707,69.452
20,1,77,1:25.014,85.014,
20,2,16,1:28.847,88.847,PIT
20,3,8,1:31.098,91.098,1 LAP
20,4,5,1:24.857,84.857,1 LAP
20,5,3,1:25.538,85.538,15.336
20,6,27,1:25.563,85.563,18.149
20,7,44,1:43.243,103.243,21.025
20,8,55,1:26.342,86.342,24.433
20,9,23,1:25.761,85.761,26.057
20,10,99,1:26.212,86.212,30.084
20,11,26,1:26.101,86.101,31.490
20,12,11,1:27.306,87.306,41.578
20,13,4,1:25.976,85.976,42.155
20,14,33,1:25.997,85.997,42.812
20,15,20,1:31.215,91.215,PIT
20,16,10,1:26.089,86.089,45.195
20,17,63,1:27.134,87.134,57.999
20,18,18,1:26.090,86.09,61.239
20,19,88,1:27.430,87.43,68.941
20,20,7,1:54.850,114.85,84.108
21,1,77,1:25.128,85.128,
21,2,8,1:26.730,86.73,1 LAP
21,3,5,1:24.793,84.793,1 LAP
21,4,3,1:25.451,85.451,15.659
21,5,27,1:25.797,85.797,18.818
21,6,16,1:44.216,104.216,19.994
21,7,44,1:24.723,84.723,20.620
21,8,55,1:26.314,86.314,25.619
21,9,23,1:25.977,85.977,26.906
21,10,26,1:26.062,86.062,32.424
21,11,99,1:30.616,90.616,PIT
21,12,11,1:26.197,86.197,42.647
21,13,4,1:26.641,86.641,43.668
21,14,33,1:26.456,86.456,44.140
21,15,10,1:26.109,86.109,46.176
21,16,63,1:26.925,86.925,59.796
21,17,18,1:25.949,85.949,62.060
21,18,20,1:45.229,105.229,64.948
21,19,88,1:27.284,87.284,71.097
22,1,77,1:24.929,84.929,
22,2,7,1:27.889,87.889,1 LAP
22,3,8,1:26.602,86.602,1 LAP
22,4,5,1:25.883,85.883,1 LAP
22,5,3,1:25.427,85.427,16.157
22,6,16,1:24.499,84.499,19.564
22,7,27,1:25.930,85.93,19.819
22,8,44,1:24.196,84.196,19.887
22,9,55,1:26.116,86.116,26.806
22,10,23,1:25.978,85.978,27.955
22,11,26,1:25.993,85.993,33.488
22,12,11,1:26.096,86.096,43.814
22,13,33,1:25.579,85.579,44.790
22,14,4,1:27.422,87.422,46.161
22,15,10,1:26.284,86.284,47.531
22,16,99,1:47.197,107.197,57.840
22,17,63,1:26.425,86.425,61.292
22,18,20,1:25.305,85.305,65.324
22,19,18,1:30.487,90.487,PIT
22,20,88,1:27.307,87.307,73.475
23,1,77,1:24.847,84.847,
23,2,7,1:26.828,86.828,1 LAP
23,3,8,1:26.445,86.445,1 LAP
23,4,5,1:25.508,85.508,1 LAP
23,5,3,1:25.381,85.381,16.691
23,6,16,1:24.659,84.659,19.376
23,7,44,1:24.924,84.924,19.964
23,8,27,1:27.736,87.736,22.708
23,9,55,1:26.123,86.123,28.082
23,10,23,1:26.101,86.101,29.209
23,11,26,1:25.789,85.789,34.430
23,12,11,1:26.583,86.583,45.550
23,13,33,1:26.192,86.192,46.135
23,14,10,1:26.311,86.311,48.995
23,15,4,1:30.637,90.637,PIT
23,16,99,1:25.940,85.94,58.933
23,17,20,1:25.540,85.54,66.017
23,18,63,1:30.435,90.435,PIT
23,19,88,1:27.420,87.42,76.048
24,1,77,1:24.970,84.97,
24,2,18,1:45.004,105.004,1 LAP
24,3,7,1:26.911,86.911,1 LAP
24,4,5,1:25.308,85.308,1 LAP
24,5,8,1:27.526,87.526,1 LAP
24,6,3,1:25.470,85.47,17.191
24,7,16,1:24.121,84.121,18.527
24,8,44,1:24.258,84.258,19.252
24,9,27,1:25.965,85.965,23.703
24,10,55,1:25.955,85.955,29.067
24,11,23,1:25.886,85.886,30.125
24,12,26,1:26.010,86.01,35.470
24,13,11,1:25.822,85.822,46.402
24,14,33,1:26.178,86.178,47.343
24,15,10,1:26.042,86.042,50.067
24,16,99,1:25.544,85.544,59.507
24,17,20,1:25.747,85.747,66.794
24,18,4,1:45.832,105.832,72.813
24,19,88,1:27.610,87.61,78.688
25,1,77,1:25.115,85.115,
25,2,63,1:45.502,105.502,1 LAP
25,3,18,1:25.416,85.416,1 LAP
25,4,7,1:26.516,86.516,1 LAP
25,5,5,1:25.692,85.692,1 LAP
25,6,8,1:26.829,86.829,1 LAP
25,7,3,1:25.654,85.654,17.730
25,8,16,1:24.497,84.497,17.909
25,9,44,1:24.220,84.22,18.357
25,10,27,1:25.862,85.862,24.450
25,11,55,1:26.068,86.068,30.020
25,12,23,1:26.278,86.278,31.288
25,13,26,1:25.949,85.949,36.304
25,14,11,1:25.835,85.835,47.122
25,15,33,1:25.723,85.723,47.951
25,16,10,1:25.933,85.933,50.885
25,17,99,1:25.327,85.327,59.719
25,18,20,1:25.261,85.261,66.940
25,19,4,1:25.082,85.082,72.780
25,20,88,1:27.101,87.101,80.674
26,1,77,1:25.199,85.199,
26,2,18,1:24.887,84.887,1 LAP
26,3,63,1:26.739,86.739,1 LAP
26,4,5,1:24.773,84.773,1 LAP
26,5,7,1:26.439,86.439,1 LAP
26,6,8,1:27.126,87.126,1 LAP
26,7,16,1:23.532,83.532,16.242
26,8,44,1:23.915,83.915,17.073
26,9,3,1:27.263,87.263,19.794
26,10,27,1:25.758,85.758,25.009
26,11,55,1:26.046,86.046,30.867
26,12,23,1:30.275,90.275,PIT
26,13,26,1:26.038,86.038,37.143
26,14,11,1:25.810,85.81,47.733
26,15,33,1:26.236,86.236,48.988
26,16,10,1:25.954,85.954,51.640
26,17,99,1:25.365,85.365,59.885
26,18,20,1:25.535,85.535,67.276
26,19,4,1:24.921,84.921,72.502
26,20,88,1:27.512,87.512,82.987
26,21,18,1:24.589,84.589,87.383
26,22,63,1:25.312,85.312,89.149
27,1,77,1:29.671,89.671,PIT
27,2,5,1:24.719,84.719,1 LAP
27,3,7,1:30.552,90.552,PIT
27,4,8,1:26.735,86.735,1 LAP
27,5,16,1:23.858,83.858,10.429
27,6,44,1:23.724,83.724,11.126
27,7,3,1:25.396,85.396,15.519
27,8,27,1:25.726,85.726,21.064
27,9,55,1:30.422,90.422,PIT
27,10,26,1:26.188,86.188,33.660
27,11,11,1:25.615,85.615,43.677
27,12,10,1:25.731,85.731,47.700
27,13,33,1:29.988,89.988,PIT
27,14,99,1:25.477,85.477,55.691
27,15,23,1:50.751,110.751,57.444
27,16,20,1:25.484,85.484,63.089
27,17,4,1:25.079,85.079,67.910
27,18,88,1:27.552,87.552,80.868
27,19,18,1:24.725,84.725,82.437
27,20,63,1:25.235,85.235,84.713
27,21,5,1:24.786,84.786,86.988
28,1,16,1:23.739,83.739,
28,2,44,1:23.834,83.834,0.792
28,3,8,1:29.458,89.458,1 LAP
28,4,3,1:25.763,85.763,7.114
28,5,77,1:43.415,103.415,9.247
28,6,27,1:27.756,87.756,14.652
28,7,7,1:54.053,114.053,1 LAP
28,8,26,1:38.338,98.338,PIT
28,9,11,1:41.911,101.911,PIT
28,10,10,1:42.204,102.204,PIT
28,11,99,1:41.727,101.727,63.250
28,12,23,1:42.644,102.644,65.920
28,13,20,1:42.337,102.337,71.258
28,14,4,1:41.443,101.443,75.185
28,15,33,2:01.950,121.95,77.087
28,16,88,1:42.817,102.817,89.517
28,17,18,1:41.666,101.666,89.935
28,18,63,1:41.669,101.669,92.214
28,19,5,1:41.176,101.176,93.996
29,1,16,1:39.724,99.724,
29,2,44,1:39.524,99.524,0.592
29,3,8,1:40.815,100.815,1 LAP
29,4,3,1:40.158,100.158,7.548
29,5,77,1:38.335,98.335,7.858
29,6,27,1:43.757,103.757,PIT
29,7,7,1:32.156,92.156,1 LAP
29,8,26,1:46.391,106.391,44.497
29,9,99,1:26.591,86.591,50.117
29,10,23,1:25.364,85.364,51.560
29,11,20,1:25.406,85.406,56.940
29,12,11,1:45.590,105.59,57.286
29,13,4,1:24.696,84.696,60.157
29,14,10,1:45.040,105.04,61.052
29,15,33,1:24.413,84.413,61.776
29,16,18,1:24.522,84.522,74.733
29,17,63,1:25.928,85.928,78.418
29,18,5,1:25.180,85.18,79.452
29,19,88,1:32.890,92.89,PIT
30,1,16,1:23.848,83.848,
30,2,44,1:24.425,84.425,1.169
30,3,77,1:22.896,82.896,6.906
30,4,3,1:30.457,90.457,PIT
30,5,8,1:35.178,95.178,PIT
30,6,7,1:32.525,92.525,1 LAP
30,7,27,2:00.021,120.021,54.858
30,8,99,1:43.787,103.787,70.056
30,9,23,1:43.888,103.888,71.600
30,10,20,1:47.053,107.053,80.145
30,11,11,1:48.250,108.25,81.688
30,12,4,1:47.664,107.664,83.973
30,13,10,1:47.140,107.14,84.344
30,14,33,1:46.978,106.978,84.906
30,15,18,1:49.239,109.239,100.124
30,16,63,1:48.162,108.162,102.732
30,17,5,1:48.076,108.076,103.680
31,1,16,1:47.237,107.237,
31,2,44,1:46.845,106.845,0.777
31,3,77,1:46.262,106.262,5.931
31,4,88,2:08.219,128.219,1 LAP
31,5,3,1:56.981,116.981,23.901
31,6,7,1:41.557,101.557,1 LAP
31,7,8,1:57.856,117.856,1 LAP
31,8,27,1:33.766,93.766,41.387
31,9,99,1:30.151,90.151,52.970
31,10,23,1:29.542,89.542,53.905
31,11,11,1:25.708,85.708,60.159
31,12,20,1:30.114,90.114,63.022
31,13,4,1:26.986,86.986,63.722
31,14,10,1:27.411,87.411,64.518
31,15,33,1:26.950,86.95,64.619
31,16,18,1:24.165,84.165,77.052
31,17,63,1:25.559,85.559,81.054
31,18,5,1:25.647,85.647,82.090
32,1,16,1:23.865,83.865,
32,2,44,1:23.592,83.592,0.504
32,3,77,1:24.019,84.019,6.085
32,4,88,1:26.113,86.113,1 LAP
32,5,3,1:24.432,84.432,24.468
32,6,7,1:24.863,84.863,1 LAP
32,7,8,1:24.985,84.985,1 LAP
32,8,27,1:25.180,85.18,42.702
32,9,99,1:25.100,85.1,54.205
32,10,23,1:24.714,84.714,54.754
32,11,11,1:24.251,84.251,60.545
32,12,20,1:25.249,85.249,64.406
32,13,4,1:25.274,85.274,65.131
32,14,33,1:24.896,84.896,65.650
32,15,10,1:26.072,86.072,66.725
32,16,18,1:24.346,84.346,77.533
33,1,16,1:24.076,84.076,
33,2,44,1:24.164,84.164,0.592
33,3,63,1:28.183,88.183,1 LAP
33,4,5,1:27.703,87.703,1 LAP
33,5,77,1:23.537,83.537,5.546
33,6,3,1:25.111,85.111,25.503
33,7,88,1:28.323,88.323,1 LAP
33,8,7,1:25.221,85.221,1 LAP
33,9,8,1:25.435,85.435,1 LAP
33,10,27,1:25.322,85.322,43.948
33,11,23,1:24.411,84.411,55.089
33,12,99,1:26.813,86.813,56.942
33,13,11,1:24.133,84.133,60.602
33,14,20,1:25.568,85.568,65.898
33,15,4,1:25.434,85.434,66.489
33,16,33,1:25.413,85.413,66.987
33,17,10,1:25.004,85.004,67.653
33,18,18,1:24.374,84.374,77.831
34,1,16,1:23.614,83.614,
34,2,44,1:23.711,83.711,0.689
34,3,5,1:25.320,85.32,1 LAP
34,4,63,1:27.199,87.199,1 LAP
34,5,77,1:23.651,83.651,5.583
34,6,3,1:25.368,85.368,27.257
34,7,88,1:26.287,86.287,1 LAP
34,8,7,1:26.332,86.332,1 LAP
34,9,8,1:25.437,85.437,1 LAP
34,10,27,1:25.185,85.185,45.519
34,11,23,1:24.396,84.396,55.871
34,12,99,1:24.824,84.824,58.152
34,13,11,1:24.101,84.101,61.089
34,14,4,1:24.589,84.589,67.464
34,15,33,1:24.447,84.447,67.820
34,16,10,1:25.211,85.211,69.250
34,17,20,1:34.772,94.772,PIT
34,18,18,1:24.341,84.341,78.558
35,1,16,1:23.779,83.779,
35,2,44,1:23.659,83.659,0.569
35,3,5,1:24.603,84.603,1 LAP
35,4,77,1:23.494,83.494,5.298
35,5,63,1:26.569,86.569,1 LAP
35,6,3,1:25.034,85.034,28.512
35,7,88,1:26.741,86.741,1 LAP
35,8,7,1:26.628,86.628,1 LAP
35,9,8,1:25.411,85.411,1 LAP
35,10,27,1:24.757,84.757,46.497
35,11,23,1:23.948,83.948,56.040
35,12,99,1:24.843,84.843,59.216
35,13,11,1:23.770,83.77,61.080
35,14,33,1:23.338,83.338,67.379
35,15,4,1:25.595,85.595,69.280
35,16,10,1:24.879,84.879,70.350
35,17,18,1:24.284,84.284,79.063
36,1,16,1:24.046,84.046,
36,2,44,1:24.127,84.127,0.650
36,3,77,1:23.115,83.115,4.367
36,4,5,1:26.686,86.686,1 LAP
36,5,63,1:25.300,85.3,1 LAP
36,6,20,1:45.637,105.637,1 LAP
36,7,3,1:25.193,85.193,29.659
36,8,7,1:25.868,85.868,1 LAP
36,9,88,1:27.617,87.617,1 LAP
36,10,8,1:26.383,86.383,1 LAP
36,11,27,1:24.768,84.768,47.219
36,12,23,1:23.969,83.969,55.963
36,13,99,1:24.913,84.913,60.083
36,14,11,1:24.106,84.106,61.140
36,15,33,1:23.437,83.437,66.770
36,16,4,1:24.760,84.76,69.994
